Year,Team,Player,Position,Signed Using,Base_Salary,Signing_Bonus,Trade_Kicker,Likely_Incentives,Unlikely_Incentives,Dead_Cap,Cap_Figure,Cap_Percentage
2004,Atlanta Hawks,Antoine Walker,PF,-,"$14,625,000",-,-,-,-,-,"$14,625,000 ",0.00
2004,Atlanta Hawks,Al Harrington,PF,-,"$6,325,000",-,-,-,-,-,"$6,325,000 ",0.00
2004,Atlanta Hawks,Josh Childress,SF,-,"$2,490,360",-,-,-,-,-,"$2,490,360 ",0.00
2004,Atlanta Hawks,Josh Smith,SF,Rookie,"$1,270,080",-,-,-,-,-,"$1,270,080 ",0.00
2004,Atlanta Hawks,Boris Diaw,C,Rookie,"$1,097,640",-,-,-,-,-,"$1,097,640 ",0.00
2004,Atlanta Hawks,Royal Ivey,PG,Minimum,"$425,000",-,-,-,-,-,"$425,000 ",0.00
2004,Boston Celtics,Paul Pierce,SF,-,"$12,584,668",-,-,-,-,-,"$12,584,668 ",0.00
2004,Boston Celtics,Rasheed Wallace,PF,-,"$9,720,000",-,-,-,-,-,"$9,720,000 ",0.00
2004,Boston Celtics,Marcus Banks,SG,-,"$1,611,840",-,-,-,-,-,"$1,611,840 ",0.00
2004,Boston Celtics,Al Jefferson,C,Rookie,"$1,407,240",-,-,-,-,-,"$1,407,240 ",0.00
2004,Boston Celtics,Tony Allen,SG,-,"$901,920",-,-,-,-,-,"$901,920 ",0.00
2004,Boston Celtics,Kendrick Perkins,C,-,"$875,400",-,-,-,-,-,"$875,400 ",0.00
2004,Boston Celtics,Gary Payton,PG,-,"$310,588",-,-,-,-,-,"$196,248 ",0.00
2004,Chicago Bulls,Tyson Chandler,C,-,"$4,801,102",-,-,-,-,-,"$4,801,102 ",0.00
2004,Chicago Bulls,Eddy Curry,C,-,"$3,896,402",-,-,-,-,-,"$3,896,402 ",0.00
2004,Chicago Bulls,Eddy Curry,C,-,"$3,896,402",-,-,-,-,-,"$3,896,402 ",0.00
2004,Chicago Bulls,Ben Gordon,SG,-,"$3,358,320",-,-,-,-,-,"$3,358,320 ",0.00
2004,Chicago Bulls,Kirk Hinrich,SG,-,"$2,349,840",-,-,-,-,-,"$2,349,840 ",0.00
2004,Chicago Bulls,Luol Deng,SF,-,"$2,273,400",-,-,-,-,-,"$2,273,400 ",0.00
2004,Chicago Bulls,Chris Duhon,PG,-,"$385,277",-,-,-,-,-,"$385,277 ",0.00
2004,Cleveland Cavaliers,Zydrunas Ilgauskas,C,Bird,"$14,625,000",-,-,-,-,-,"$14,625,000 ",0.00
2004,Cleveland Cavaliers,LeBron James,SF,-,"$4,320,360",-,-,-,-,-,"$4,320,360 ",0.00
2004,Cleveland Cavaliers,Drew Gooden,C,-,"$3,214,080",-,-,-,-,-,"$3,214,080 ",0.00
2004,Cleveland Cavaliers,DeSagana Diop,C,-,"$2,695,164",-,-,-,-,-,"$2,695,164 ",0.00
2004,Cleveland Cavaliers,Sasha Pavlovic,SG,Rookie,"$1,191,000",-,-,-,-,-,"$1,191,000 ",0.00
2004,Cleveland Cavaliers,Anderson Varejao,C,-,"$788,000",-,-,-,-,-,"$788,000 ",0.00
2004,Dallas Mavericks,Dirk Nowitzki,PF,-,"$12,584,688",-,-,-,-,-,"$12,584,688 ",0.00
2004,Dallas Mavericks,Jason Terry,SG,-,"$7,500,000",-,-,-,-,-,"$7,500,000 ",0.00
2004,Dallas Mavericks,Jerry Stackhouse,SF,-,"$7,437,500",-,-,-,-,-,"$7,437,500 ",0.00
2004,Dallas Mavericks,Marquis Daniels,SF,-,"$4,903,000",-,-,-,-,-,"$4,903,000 ",0.00
2004,Dallas Mavericks,Devin Harris,PG,Rookie,"$2,741,880",-,-,-,-,-,"$2,741,880 ",0.00
2004,Dallas Mavericks,Josh Howard,SF,-,"$863,640",-,-,-,-,-,"$863,640 ",0.00
2004,Denver Nuggets,Kenyon Martin,PF,-,"$9,454,546",-,-,-,-,-,"$9,454,546 ",0.00
2004,Denver Nuggets,Marcus Camby,C,-,"$8,500,000",-,-,-,-,-,"$8,500,000 ",0.00
2004,Denver Nuggets,Andre Miller,PG,-,"$7,366,667",-,-,-,-,-,"$7,366,667 ",0.00
2004,Denver Nuggets,Carmelo Anthony,SF,-,"$3,471,360",-,-,-,-,-,"$3,471,360 ",0.00
2004,Denver Nuggets,Nene Hilario,C,Rookie,"$2,260,280",-,-,-,-,-,"$2,260,280 ",0.00
2004,Detroit Pistons,Richard Hamilton,SG,-,"$7,812,500",-,-,-,-,-,"$7,812,500 ",0.00
2004,Detroit Pistons,Chauncey Billups,PG,-,"$5,455,200",-,-,-,-,-,"$5,455,200 ",0.00
2004,Detroit Pistons,Darko Milicic,PF,-,"$3,865,440",-,-,-,-,-,"$3,865,440 ",0.00
2004,Detroit Pistons,Tayshaun Prince,SF,-,"$1,038,960",-,-,-,-,-,"$1,038,960 ",0.00
2004,Detroit Pistons,Carlos Delfino,SG,-,"$901,920",-,-,-,-,-,"$901,920 ",0.00
2004,Golden State Warriors,Mike Dunleavy,SF,-,"$3,565,080",-,-,-,-,-,"$3,565,080 ",0.00
2004,Golden State Warriors,Jason Richardson,SG,Rookie,"$3,534,018",-,-,-,-,-,"$3,534,018 ",0.00
2004,Golden State Warriors,Troy Murphy,PF,-,"$2,231,808",-,-,-,-,-,"$2,231,808 ",0.00
2004,Golden State Warriors,Mickael Pietrus,SF,Rookie,"$1,785,960",-,-,-,-,-,"$1,785,960 ",0.00
2004,Golden State Warriors,Andris Biedrins,C,-,"$1,727,760",-,-,-,-,-,"$1,727,760 ",0.00
2004,Houston Rockets,Tracy McGrady,SG,-,"$14,487,000",-,-,-,-,-,"$14,487,000 ",0.00
2004,Houston Rockets,Juwan Howard,PF,-,"$5,408,700",-,-,-,-,-,"$5,408,700 ",0.00
2004,Indiana Pacers,Jermaine O'Neal,C,-,"$14,796,000",-,-,-,-,-,"$14,796,000 ",0.00
2004,Indiana Pacers,Metta World Peace,SF,-,"$6,157,895",-,-,-,-,-,"$6,157,895 ",0.00
2004,Indiana Pacers,Stephen Jackson,SF,-,"$5,100,000",-,-,-,-,-,"$5,100,000 ",0.00
2004,Indiana Pacers,James Jones,SF,-,"$620,046",-,-,-,-,-,"$620,046 ",0.00
2004,Los Angeles Clippers,Elton Brand,PF,-,"$12,056,000",-,-,-,-,-,"$12,056,000 ",0.00
2004,Los Angeles Clippers,Corey Maggette,SF,-,"$7,000,000",-,-,-,-,-,"$7,000,000 ",0.00
2004,Los Angeles Clippers,Chris Kaman,C,-,"$2,574,240",-,-,-,-,-,"$2,574,240 ",0.00
2004,Los Angeles Clippers,Chris Wilcox,PF,-,"$2,210,880",-,-,-,-,-,"$2,210,880 ",0.00
2004,Los Angeles Lakers,Shaquille O'Neal,C,-,"$27,696,430",-,-,-,-,-,"$27,696,430 ",0.00
2004,Los Angeles Lakers,Kobe Bryant,SG,-,"$14,175,000",-,-,-,-,-,"$14,175,000 ",0.00
2004,Los Angeles Lakers,Lamar Odom,PF,-,"$10,548,596",-,-,-,-,-,"$10,548,596 ",0.00
2004,Los Angeles Lakers,Chucky Atkins,PG,-,"$4,200,000",-,-,-,-,-,"$4,200,000 ",0.00
2004,Los Angeles Lakers,Caron Butler,SF,-,"$1,930,680",-,-,-,-,-,"$1,930,680 ",0.00
2004,Los Angeles Lakers,Magic Johnson,PG,-,"$1,000,000",-,-,-,-,-,"$1,000,000 ",0.00
2004,Los Angeles Lakers,Luke Walton,SF,-,"$620,046",-,-,-,-,-,"$620,046 ",0.00
2004,Memphis Grizzlies,Mike Miller,SG,-,"$6,000,000",-,-,-,-,-,"$6,000,000 ",0.00
2004,Memphis Grizzlies,Pau Gasol,PF,Rookie,"$4,318,481",-,-,-,-,-,"$4,318,481 ",0.00
2004,Memphis Grizzlies,Shane Battier,SF,-,"$3,212,402",-,-,-,-,-,"$3,212,402 ",0.00
2004,Memphis Grizzlies,Earl Watson,PG,MLE,"$1,458,000",-,-,-,-,-,"$1,458,000 ",0.00
2004,Memphis Grizzlies,Dahntay Jones,SF,Rookie,"$1,143,360",-,-,-,-,-,"$1,143,360 ",0.00
2004,Miami Heat,Dwyane Wade,SG,Rookie,"$2,834,160",-,-,-,-,-,"$2,834,160 ",0.00
2004,Miami Heat,Malik Allen,SF,-,"$1,950,625",-,-,-,-,-,"$1,950,625 ",0.00
2004,Miami Heat,Dorell Wright,SF,Rookie,"$1,152,240",-,-,-,-,-,"$1,152,240 ",0.00
2004,Miami Heat,Udonis Haslem,PF,-,"$620,046",-,-,-,-,-,"$620,046 ",0.00
2004,Miami Heat,Alonzo Mourning,C,Minimum,"$1,100,000",-,-,-,-,-,"$330,000 ",0.00
2004,Milwaukee Bucks,Ray Allen,SG,-,"$14,625,000",-,-,-,-,-,"$14,625,000 ",0.00
2004,Milwaukee Bucks,Mo Williams,PG,MLE,"$1,600,000",-,-,-,-,-,"$1,600,000 ",0.00
2004,Minnesota Timberwolves,Kevin Garnett,C,-,"$16,000,000",-,-,-,-,-,"$16,000,000 ",0.00
2004,New York Knicks,Stehpon Marbury,PG,-,"$14,625,000",-,-,-,-,-,"$14,625,000 ",0.00
2004,New York Knicks,Kurt Thomas,PF,-,"$5,884,500",-,-,-,-,-,"$5,884,500 ",0.00
2004,New York Knicks,Jamal Crawford,SG,-,"$5,760,000",-,-,-,-,-,"$5,760,000 ",0.00
2004,New York Knicks,Nazr Mohammed,C,-,"$5,525,000",-,-,-,-,-,"$5,525,000 ",0.00
2004,New York Knicks,Trevor Ariza,SF,Minimum,"$385,227",-,-,-,-,-,"$385,227 ",0.00
2004,Orlando Magic,Grant Hill,SF,-,"$14,487,000",-,-,-,-,-,"$14,487,000 ",0.00
2004,Orlando Magic,Hedo Turkoglu,SF,Mini MLE,"$4,903,000",-,-,-,-,-,"$4,903,000 ",0.00
2004,Orlando Magic,Dwight Howard,C,-,"$4,179,720",-,-,-,-,-,"$4,179,720 ",0.00
2004,Orlando Magic,DeShawn Stevenson,SF,-,"$2,500,000",-,-,-,-,-,"$2,500,000 ",0.00
2004,Orlando Magic,Jameer Nelson,PG,Rookie,"$1,106,160",-,-,-,-,-,"$1,106,160 ",0.00
2004,Orlando Magic,Zaza Pachulia,C,Minimum,"$366,931",-,-,-,-,-,"$366,931 ",0.00
2004,Philadelphia 76Ers,Allen Iverson,PG,-,"$14,625,000",-,-,-,-,-,"$14,625,000 ",0.00
2004,Philadelphia 76Ers,Andre Iguodala,SG,-,"$1,914,480",-,-,-,-,-,"$1,914,480 ",0.00
2004,Philadelphia 76Ers,Samuel Dalembert,C,-,"$1,599,549",-,-,-,-,-,"$1,599,549 ",0.00
2004,Philadelphia 76Ers,John Salmons,SF,Rookie,"$925,680",-,-,-,-,-,"$925,680 ",0.00
2004,Philadelphia 76Ers,Willie Green,SG,-,"$620,046",-,-,-,-,-,"$620,046 ",0.00
2004,Philadelphia 76Ers,Kyle Korver,SF,Minimum,"$620,046",-,-,-,-,-,"$620,046 ",0.00
2004,Phoenix Suns,Anfernee Hardaway,PG,Bird,"$14,625,000",-,-,-,-,-,"$14,625,000 ",0.00
2004,Phoenix Suns,Shawn Marion,SF,-,"$12,330,000",-,-,-,-,-,"$12,330,000 ",0.00
2004,Phoenix Suns,Steve Nash,PG,-,"$8,750,000",-,-,-,-,-,"$8,750,000 ",0.00
2004,Phoenix Suns,Joe Johnson,SG,-,"$2,358,954",-,-,-,-,-,"$2,358,954 ",0.00
2004,Phoenix Suns,Amar'e Stoudemire,PF,-,"$2,032,200",-,-,-,-,-,"$2,032,200 ",0.00
2004,Phoenix Suns,Leandro Barbosa,SG,-,"$870,000",-,-,-,-,-,"$870,000 ",0.00
2004,Portland Trail Blazers,Rasheed Wallace,PF,-,"$17,000,000",-,-,-,-,-,"$17,000,000 ",0.00
2004,Portland Trail Blazers,Jared Jeffries,PF,Rookie,"$1,834,080",-,-,-,-,-,"$1,834,080 ",0.00
2004,Portland Trail Blazers,Sebastian Telfair,PG,Rookie,"$1,559,280",-,-,-,-,-,"$1,559,280 ",0.00
2004,Portland Trail Blazers,Zach Randolph,PF,-,"$1,504,272",-,-,-,-,-,"$1,504,272 ",0.00
2004,Portland Trail Blazers,Joel Przybilla,C,-,"$1,500,000",-,-,-,-,-,"$1,500,000 ",0.00
2004,Portland Trail Blazers,Travis Outlaw,SF,Rookie,"$1,011,600",-,-,-,-,-,"$1,011,600 ",0.00
2004,Sacramento Kings,Chris Webber,PF,-,"$17,531,250",-,-,-,-,-,"$17,531,250 ",0.00
2004,Sacramento Kings,Kevin Martin,SG,-,"$872,040",-,-,-,-,-,"$872,040 ",0.00
2004,Sacramento Kings,Matt Barnes,SF,-,"$695,046",-,-,-,-,-,"$695,046 ",0.00
2004,San Antonio Spurs,Tim Duncan,PF,-,"$14,260,641",-,-,-,-,-,"$14,260,641 ",0.00
2004,San Antonio Spurs,Manu Ginobili,SG,-,"$6,603,500",-,-,-,-,-,"$6,603,500 ",0.00
2004,San Antonio Spurs,Brent Barry,SG,-,"$4,264,900",-,-,-,-,-,"$4,264,900 ",0.00
2004,San Antonio Spurs,Tony Parker,PG,Rookie,"$1,545,441",-,-,-,-,-,"$1,545,441 ",0.00
2004,San Antonio Spurs,Beno Udrih,PG,-,"$841,680",-,-,-,-,-,"$841,680 ",0.00
2004,San Antonio Spurs,Matt Carroll,SG,-,"$85,025",-,-,-,-,-,"$85,025 ",0.00
2004,Toronto Raptors,Jalen Rose,SF,-,"$14,487,500",-,-,-,-,-,"$14,487,500 ",0.00
2004,Toronto Raptors,Alonzo Mourning,C,-,"$5,408,700",-,-,-,-,-,"$5,408,700 ",0.00
2004,Toronto Raptors,Rafer Alston,PG,-,"$3,500,000",-,-,-,-,-,"$3,500,000 ",0.00
2004,Toronto Raptors,Chris Bosh,C,-,"$3,129,720",-,-,-,-,-,"$3,129,720 ",0.00
2004,Toronto Raptors,Matt Bonner,PF,Minimum,"$385,277",-,-,-,-,-,"$385,277 ",0.00
2004,Toronto Raptors,Roger Mason,SG,-,"$203,428",-,-,-,-,-,"$203,428 ",0.00
2004,Utah Jazz,Carlos Boozer,PF,-,"$10,967,500",-,-,-,-,-,"$10,967,500 ",0.00
2004,Utah Jazz,Carlos Arroyo,PG,-,"$4,000,000",-,-,-,-,-,"$4,000,000 ",0.00
2004,Utah Jazz,Andrei Kirilenko,SF,-,"$1,671,694",-,-,-,-,-,"$1,671,694 ",0.00
2004,Utah Jazz,Jamaal Tinsley,PG,Rookie,"$1,554,326",-,-,-,-,-,"$1,554,326 ",0.00
2004,Utah Jazz,Kris Humphries,PF,-,"$1,481,400",-,-,-,-,-,"$1,481,400 ",0.00
2004,Utah Jazz,Raja Bell,SG,-,"$807,546",-,-,-,-,-,"$807,546 ",0.00
2004,Washington Wizards,Antawn Jamison,PF,-,"$12,584,688",-,-,-,-,-,"$12,584,688 ",0.00
2004,Washington Wizards,Gilbert Arenas,SG,-,"$9,389,600",-,-,-,-,-,"$9,389,600 ",0.00
2004,Washington Wizards,Kwame Brown,C,Rookie,"$5,361,873",-,-,-,-,-,"$5,361,873 ",0.00
2004,Washington Wizards,Brendan Haywood,C,-,"$1,735,305",-,-,-,-,-,"$1,735,305 ",0.00
2004,Washington Wizards,Steve Blake,PG,-,"$620,046",-,-,-,-,-,"$620,046 ",0.00
2005,Atlanta Hawks,Joe Johnson,SG,-,"$12,000,000",-,-,-,-,-,"$12,000,000 ",0.00
2005,Atlanta Hawks,Al Harrington,PF,-,"$6,957,500",-,-,-,-,-,"$6,957,500 ",0.00
2005,Atlanta Hawks,Zaza Pachulia,C,Cap Space,"$4,000,000",-,-,-,-,-,"$4,000,000 ",0.00
2005,Atlanta Hawks,Marvin Williams,PF,Rookie,"$3,883,560",-,-,-,-,-,"$3,883,560 ",0.00
2005,Atlanta Hawks,Josh Childress,SF,-,"$2,677,200",-,-,-,-,-,"$2,677,200 ",0.00
2005,Atlanta Hawks,Josh Smith,SF,Rookie,"$1,365,360",-,-,-,-,-,"$1,365,360 ",0.00
2005,Atlanta Hawks,Royal Ivey,PG,Minimum,"$641,748",-,-,-,-,-,"$641,748 ",0.00
2005,Boston Celtics,Paul Pierce,SF,-,"$13,843,156",-,-,-,-,-,"$13,843,156 ",0.00
2005,Boston Celtics,Rasheed Wallace,PF,-,"$10,860,000",-,-,-,-,-,"$10,860,000 ",0.00
2005,Boston Celtics,Marcus Banks,SG,-,"$1,724,280",-,-,-,-,-,"$1,724,280 ",0.00
2005,Boston Celtics,Al Jefferson,C,Rookie,"$1,512,840",-,-,-,-,-,"$1,512,840 ",0.00
2005,Boston Celtics,Gerald Green,SF,-,"$1,253,040",-,-,-,-,-,"$1,253,040 ",0.00
2005,Boston Celtics,Tony Allen,SG,-,"$969,696",-,-,-,-,-,"$969,696 ",0.00
2005,Boston Celtics,Kendrick Perkins,C,-,"$936,480",-,-,-,-,-,"$936,480 ",0.00
2005,Chicago Bulls,Tyson Chandler,C,-,"$9,000,000",-,-,-,-,-,"$9,000,000 ",0.00
2005,Chicago Bulls,Ben Gordon,SG,-,"$3,610,200",-,-,-,-,-,"$3,610,200 ",0.00
2005,Chicago Bulls,Chris Duhon,PG,-,"$2,800,000",-,-,-,-,-,"$2,800,000 ",0.00
2005,Chicago Bulls,Kirk Hinrich,SG,-,"$2,513,880",-,-,-,-,-,"$2,513,880 ",0.00
2005,Chicago Bulls,Luol Deng,SF,-,"$2,443,920",-,-,-,-,-,"$2,443,920 ",0.00
2005,Chicago Bulls,Malik Allen,SF,-,"$1,670,000",-,-,-,-,-,"$1,670,000 ",0.00
2005,Cleveland Cavaliers,Zydrunas Ilgauskas,C,-,"$8,740,000",-,-,-,-,-,"$8,740,000 ",0.00
2005,Cleveland Cavaliers,LeBron James,SF,-,"$4,621,800",-,-,-,-,-,"$4,621,800 ",0.00
2005,Cleveland Cavaliers,Drew Gooden,C,-,"$4,065,811",-,-,-,-,-,"$4,065,811 ",0.00
2005,Cleveland Cavaliers,Sasha Pavlovic,SG,Rookie,"$1,274,160",-,-,-,-,-,"$1,274,160 ",0.00
2005,Cleveland Cavaliers,Anderson Varejao,C,-,"$866,800",-,-,-,-,-,"$866,800 ",0.00
2005,Dallas Mavericks,Dirk Nowitzki,PF,-,"$13,843,156",-,-,-,-,-,"$13,843,156 ",0.00
2005,Dallas Mavericks,Jerry Stackhouse,SF,-,"$8,367,187",-,-,-,-,-,"$8,367,187 ",0.00
2005,Dallas Mavericks,Jason Terry,SG,-,"$6,666,667",-,-,-,-,-,"$6,666,667 ",0.00
2005,Dallas Mavericks,Marquis Daniels,SF,-,"$5,393,300",-,-,-,-,-,"$5,393,300 ",0.00
2005,Dallas Mavericks,Devin Harris,PG,Rookie,"$2,947,440",-,-,-,-,-,"$2,947,440 ",0.00
2005,Dallas Mavericks,DeSagana Diop,C,-,"$1,850,000",-,-,-,-,-,"$1,850,000 ",0.00
2005,Dallas Mavericks,Josh Howard,SF,-,"$923,880",-,-,-,-,-,"$923,880 ",0.00
2005,Denver Nuggets,Kenyon Martin,PF,-,"$10,636,364",-,-,-,-,-,"$10,636,364 ",0.00
2005,Denver Nuggets,Marcus Camby,C,-,"$8,150,000",-,-,-,-,-,"$9,150,000 ",0.00
2005,Denver Nuggets,Andre Miller,PG,-,"$8,100,000",-,-,-,-,-,"$8,100,000 ",0.00
2005,Denver Nuggets,Earl Watson,PG,MLE,"$5,000,000",-,-,-,-,-,"$5,000,000 ",0.00
2005,Denver Nuggets,Carmelo Anthony,SF,-,"$3,713,640",-,-,-,-,-,"$3,713,640 ",0.00
2005,Denver Nuggets,Nene Hilario,C,Rookie,"$3,039,889",-,-,-,-,-,"$3,039,889 ",0.00
2005,Denver Nuggets,Reggie Evans,PF,-,"$1,100,000",-,-,-,-,-,"$1,100,000 ",0.00
2005,Denver Nuggets,Linas Kleiza,SF,Rookie,"$879,360",-,-,-,-,-,"$879,360 ",0.00
2005,Detroit Pistons,Richard Hamilton,SG,-,"$8,625,000",-,-,-,-,-,"$8,625,000 ",0.00
2005,Detroit Pistons,Chauncey Billups,PG,-,"$5,909,800",-,-,-,-,-,"$5,909,800 ",0.00
2005,Detroit Pistons,Darko Milicic,PF,-,"$4,135,200",-,-,-,-,-,"$4,135,200 ",0.00
2005,Detroit Pistons,Carlos Arroyo,PG,-,"$4,000,000",-,-,-,-,-,"$4,000,000 ",0.00
2005,Detroit Pistons,Tayshaun Prince,SF,-,"$1,763,115",-,-,-,-,-,"$1,763,115 ",0.00
2005,Detroit Pistons,Carlos Delfino,SG,-,"$969,696",-,-,-,-,-,"$969,696 ",0.00
2005,Detroit Pistons,Jason Maxiell,PF,-,"$905,640",-,-,-,-,-,"$905,640 ",0.00
2005,Detroit Pistons,Alex Acker,PG,-,"$398,762",-,-,-,-,-,"$398,762 ",0.00
2005,Detroit Pistons,Amir Johnson,PF,Minimum,"$398,762",-,-,-,-,-,"$398,762 ",0.00
2005,Golden State Warriors,Baron Davis,PG,Bird,"$13,700,000",-,-,-,-,-,"$13,700,000 ",0.00
2005,Golden State Warriors,Jason Richardson,SG,Bird,"$8,888,888",-,-,-,-,-,"$8,888,888 ",0.00
2005,Golden State Warriors,Troy Murphy,PF,-,"$7,365,079",-,-,-,-,-,"$7,365,079 ",0.00
2005,Golden State Warriors,Mike Dunleavy,SF,-,"$4,506,261",-,-,-,-,-,"$4,506,261 ",0.00
2005,Golden State Warriors,Mickael Pietrus,SF,Rookie,"$1,910,520",-,-,-,-,-,"$1,910,520 ",0.00
2005,Golden State Warriors,Andris Biedrins,C,-,"$1,857,360",-,-,-,-,-,"$1,857,360 ",0.00
2005,Golden State Warriors,Charlie Bell,PG,-,"$641,748",-,-,-,-,-,"$641,748 ",0.00
2005,Golden State Warriors,Monta Ellis,PG,-,"$448,762",-,-,-,-,-,"$448,762 ",0.00
2005,Houston Rockets,Tracy McGrady,SG,-,"$15,694,250",-,-,-,-,-,"$15,694,250 ",0.00
2005,Houston Rockets,Juwan Howard,PF,-,"$5,900,400",-,-,-,-,-,"$5,900,400 ",0.00
2005,Houston Rockets,Rafer Alston,PG,-,"$3,850,000",-,-,-,-,-,"$3,850,000 ",0.00
2005,Houston Rockets,Chuck Hayes,PF,Minimum,"$192,344",-,-,-,-,-,"$192,344 ",0.00
2005,Houston Rockets,Chuck Hayes,PF,Minimum,"$23,457",-,-,-,-,-,"$23,457 ",0.00
2005,Houston Rockets,John Lucas III,PG,Minimum,"$23,457",-,-,-,-,-,"$23,457 ",0.00
2005,Houston Rockets,John Lucas III,PG,Minimum,"$23,457",-,-,-,-,-,"$23,457 ",0.00
2005,Indiana Pacers,Jermaine O'Neal,C,-,"$16,440,000",-,-,-,-,-,"$16,440,000 ",0.00
2005,Indiana Pacers,Metta World Peace,SF,-,"$6,842,105",-,-,-,-,-,"$6,842,105 ",0.00
2005,Indiana Pacers,Stephen Jackson,SF,-,"$5,610,000",-,-,-,-,-,"$5,610,000 ",0.00
2005,Indiana Pacers,Jamaal Tinsley,PG,-,"$5,400,000",-,-,-,-,-,"$5,400,000 ",0.00
2005,Indiana Pacers,Danny Granger,SF,-,"$1,318,920",-,-,-,-,-,"$1,318,920 ",0.00
2005,Indiana Pacers,Jarrett Jack,PG,-,"$1,058,640",-,-,-,-,-,"$1,058,640 ",0.00
2005,Los Angeles Clippers,Elton Brand,PF,-,"$13,152,000",-,-,-,-,-,"$13,152,000 ",0.00
2005,Los Angeles Clippers,Corey Maggette,SF,-,"$7,000,000",-,-,-,-,-,"$7,000,000 ",0.00
2005,Los Angeles Clippers,Chris Wilcox,PF,-,"$2,812,239",-,-,-,-,-,"$2,812,239 ",0.00
2005,Los Angeles Clippers,Chris Kaman,C,-,"$2,753,760",-,-,-,-,-,"$2,753,760 ",0.00
2005,Los Angeles Lakers,Kobe Bryant,SG,-,"$15,946,875",-,-,-,-,-,"$15,946,875 ",0.00
2005,Los Angeles Lakers,Lamar Odom,PF,-,"$11,465,333",-,-,-,-,-,"$11,465,333 ",0.00
2005,Los Angeles Lakers,Kwame Brown,C,-,"$7,500,000",-,-,-,-,-,"$7,500,000 ",0.00
2005,Los Angeles Lakers,Andrew Bynum,C,Rookie,"$1,888,680",-,-,-,-,-,"$1,888,680 ",0.00
2005,Los Angeles Lakers,Luke Walton,SF,-,"$1,250,000",-,-,-,-,-,"$1,250,000 ",0.00
2005,Los Angeles Lakers,Magic Johnson,PG,-,"$1,000,000",-,-,-,-,-,"$1,000,000 ",0.00
2005,Memphis Grizzlies,Pau Gasol,PF,-,"$10,993,000",-,-,-,-,-,"$10,993,000 ",0.00
2005,Memphis Grizzlies,Mike Miller,SG,-,"$6,750,000",-,-,-,-,-,"$6,750,000 ",0.00
2005,Memphis Grizzlies,Shane Battier,SF,-,"$4,903,000",-,-,-,-,-,"$4,903,000 ",0.00
2005,Memphis Grizzlies,Dahntay Jones,SF,Rookie,"$1,223,160",-,-,-,-,-,"$1,223,160 ",0.00
2005,Memphis Grizzlies,Chucky Atkins,PG,-,"$900,498",-,-,-,-,-,"$472,212 ",0.00
2005,Miami Heat,Shaquille O'Neal,C,-,"$20,000,000",-,-,-,-,-,"$20,000,000 ",0.00
2005,Miami Heat,Antoine Walker,PF,-,"$6,880,000",-,-,-,-,-,"$6,880,000 ",0.00
2005,Miami Heat,Udonis Haslem,PF,-,"$5,000,000",-,-,-,-,-,"$5,000,000 ",0.00
2005,Miami Heat,Dwyane Wade,SG,Rookie,"$3,031,920",-,-,-,-,-,"$3,031,920 ",0.00
2005,Miami Heat,Dorell Wright,SF,Rookie,"$1,238,640",-,-,-,-,-,"$1,238,640 ",0.00
2005,Miami Heat,Alonzo Mourning,C,Minimum,"$1,138,500",-,-,-,-,-,"$1,138,500 ",0.00
2005,Miami Heat,Gary Payton,PG,Minimum,"$1,138,500",-,-,-,-,"($719,373)","$719,373 ",0.00
2005,Miami Heat,Earl Barron,PF,-,"$398,762",-,-,-,-,-,"$398,762 ",0.00
2005,Milwaukee Bucks,Michael Redd,SG,-,"$12,000,000",-,-,-,-,-,"$12,000,000 ",0.00
2005,Milwaukee Bucks,Andrew Bogut,C,-,"$4,340,520",-,-,-,-,-,"$4,340,520 ",0.00
2005,Milwaukee Bucks,Mo Williams,PG,MLE,"$1,760,000",-,-,-,-,-,"$1,760,000 ",0.00
2005,Milwaukee Bucks,Zaza Pachulia,C,Minimum,"$620,046",-,-,-,-,-,"$620,046 ",0.00
2005,Milwaukee Bucks,Ersan Ilyasova,SF,-,"$398,762",-,-,-,-,-,"$398,762 ",0.00
2005,Minnesota Timberwolves,Kevin Garnett,C,-,"$18,000,000",-,-,-,-,-,"$18,000,000 ",0.00
2005,Minnesota Timberwolves,Rashad McCants,SG,Rookie,"$1,538,400",-,-,-,-,-,"$1,538,400 ",0.00
2005,New York Knicks,Stehpon Marbury,PG,-,"$16,453,125",-,-,-,-,-,"$16,453,125 ",0.00
2005,New York Knicks,Anfernee Hardaway,PG,Bird,"$15,750,000",-,-,-,-,-,"$15,750,000 ",0.00
2005,New York Knicks,Eddy Curry,C,-,"$7,390,000",-,-,-,-,-,"$7,390,000 ",0.00
2005,New York Knicks,Eddy Curry,C,-,"$7,390,000",-,-,-,-,-,"$7,390,000 ",0.00
2005,New York Knicks,Jamal Crawford,SG,-,"$6,480,000",-,-,-,-,-,"$6,480,000 ",0.00
2005,New York Knicks,Channing Frye,PF,Rookie,"$2,162,880",-,-,-,-,-,"$2,162,880 ",0.00
2005,New York Knicks,Nate Robinson,PG,-,"$1,102,680",-,-,-,-,-,"$1,102,680 ",0.00
2005,New York Knicks,David Lee,PF,-,"$861,360",-,-,-,-,-,"$861,360 ",0.00
2005,New York Knicks,Trevor Ariza,SF,Minimum,"$682,051",-,-,-,-,-,"$682,051 ",0.00
