Year,Team,Player,Position,Signed Using,Base_Salary,Signing_Bonus,Trade_Kicker,Likely_Incentives,Unlikely_Incentives,Dead_Cap,Cap_Figure,Cap_Percentage
2009,Miami Heat,Joel Anthony,C,-,"$825,497",-,-,-,-,-,"$825,497 ",0.00
2009,Miami Heat,Rafer Alston,PG,-,"$780,668",-,-,-,-,-,"$780,668 ",0.00
2009,Miami Heat,Mario Chalmers,PG,-,"$773,500",-,-,-,-,-,"$773,500 ",0.00
2009,Milwaukee Bucks,Michael Redd,SG,-,"$17,040,000",-,-,-,-,-,"$17,040,000 ",0.00
2009,Milwaukee Bucks,Andrew Bogut,C,Bird,"$10,000,000",-,-,-,-,"($60,000,000)","$10,000,000 ",0.00
2009,Milwaukee Bucks,Luke Ridnour,PG,-,"$6,500,000",-,-,-,-,-,"$6,500,000 ",0.00
2009,Milwaukee Bucks,John Salmons,SF,MLE,"$5,456,000",-,-,-,-,-,"$5,456,000 ",0.00
2009,Milwaukee Bucks,Kurt Thomas,PF,-,"$3,800,000",-,-,-,-,-,"$3,800,000 ",0.00
2009,Milwaukee Bucks,Carlos Delfino,SG,-,"$3,500,000",-,-,-,-,-,"$3,500,000 ",0.00
2009,Milwaukee Bucks,Brandon Jennings,PG,-,"$2,168,520",-,-,-,-,-,"$2,168,520 ",0.00
2009,Milwaukee Bucks,Ersan Ilyasova,SF,-,"$2,100,000",-,-,-,-,-,"$2,100,000 ",0.00
2009,Milwaukee Bucks,Luc Richard Mbah a Moute,PF,-,"$736,420",-,-,-,-,-,"$736,420 ",0.00
2009,Milwaukee Bucks,Jodie Meeks,SG,-,"$457,588",-,-,-,-,-,"$457,588 ",0.00
2009,Milwaukee Bucks,Jerry Stackhouse,SF,-,"$668,598",-,-,-,-,-,"$422,460 ",0.00
2009,Minnesota Timberwolves,Al Jefferson,C,-,"$12,000,000",-,-,-,-,-,"$12,000,000 ",0.00
2009,Minnesota Timberwolves,Darko Milicic,PF,-,"$7,500,000",-,-,-,-,-,"$7,500,000 ",0.00
2009,Minnesota Timberwolves,Ramon Sessions,PG,-,"$3,670,667",-,-,-,-,-,"$3,670,667 ",0.00
2009,Minnesota Timberwolves,Damien Wilkins,SG,Mini MLE,"$3,300,000",-,-,-,-,-,"$3,630,000 ",0.00
2009,Minnesota Timberwolves,Kevin Love,PF,-,"$3,401,040",-,-,-,-,-,"$3,401,040 ",0.00
2009,Minnesota Timberwolves,Corey Brewer,SF,-,"$2,916,120",-,-,-,-,-,"$2,916,120 ",0.00
2009,Minnesota Timberwolves,Ryan Hollins,C,-,"$2,183,333",-,-,-,-,-,"$2,183,333 ",0.00
2009,Minnesota Timberwolves,Sasha Pavlovic,SG,Bi-Annual,"$1,500,000",-,-,-,-,-,"$1,500,000 ",0.00
2009,Minnesota Timberwolves,Wayne Ellington,SG,Rookie,"$1,003,560",-,-,-,-,-,"$1,003,560 ",0.00
2009,New York Knicks,Tracy McGrady,SG,-,"$23,239,562",-,-,-,-,-,"$23,239,562 ",0.00
2009,New York Knicks,Eddy Curry,C,-,"$10,500,423",-,-,-,-,-,"$10,500,423 ",0.00
2009,New York Knicks,Al Harrington,PF,Bird,"$10,026,875",-,-,-,-,-,"$10,026,875 ",0.00
2009,New York Knicks,David Lee,PF,-,"$7,000,000",-,-,-,-,-,"$7,000,000 ",0.00
2009,New York Knicks,Chris Duhon,PG,-,"$6,031,800",-,-,-,-,-,"$6,031,800 ",0.00
2009,New York Knicks,Danilo Gallinari,SF,-,"$3,089,040",-,-,-,-,-,"$3,089,040 ",0.00
2009,New York Knicks,Wilson Chandler,SF,-,"$1,255,440",-,-,-,-,-,"$1,255,440 ",0.00
2009,New York Knicks,Toney Douglas,PG,Rookie,"$996,240",-,-,-,-,-,"$996,240 ",0.00
2009,New York Knicks,Earl Barron,PF,-,"$64,746",-,-,-,-,-,"$64,746 ",0.00
2009,New York Knicks,Earl Barron,PF,-,"$21,582",-,-,-,-,-,"$21,582 ",0.00
2009,Oklahoma City Thunder,Nick Collison,PF,-,"$6,250,000",-,-,-,-,-,"$6,250,000 ",0.00
2009,Oklahoma City Thunder,Kevin Durant,SF,-,"$4,796,880",-,-,-,-,-,"$4,796,880 ",0.00
2009,Oklahoma City Thunder,James Harden,SG,Rookie,"$4,004,160",-,-,-,-,-,"$4,004,160 ",0.00
2009,Oklahoma City Thunder,Russell Westbrook,PG,-,"$3,755,640",-,-,-,-,-,"$3,755,640 ",0.00
2009,Oklahoma City Thunder,Jeff Green,PF,Rookie,"$3,516,960",-,-,-,-,-,"$3,516,960 ",0.00
2009,Oklahoma City Thunder,Thabo Sefolosha,SG,-,"$2,759,628",-,-,-,-,-,"$2,759,628 ",0.00
2009,Oklahoma City Thunder,Eric Maynor,PG,-,"$1,318,920",-,-,-,-,-,"$1,318,920 ",0.00
2009,Oklahoma City Thunder,Serge Ibaka,PF,Rookie,"$1,120,200",-,-,-,-,-,"$1,120,200 ",0.00
2009,Oklahoma City Thunder,B.J. Mullens,PF,Rookie,"$1,120,200",-,-,-,-,-,"$1,120,200 ",0.00
2009,Oklahoma City Thunder,D.J. White,PF,Rookie,"$1,036,440",-,-,-,-,-,"$1,036,440 ",0.00
2009,Orlando Magic,Vince Carter,SG,-,"$16,123,250",-,-,-,-,-,"$16,123,250 ",0.00
2009,Orlando Magic,Dwight Howard,C,-,"$15,202,590",-,-,-,-,-,"$15,202,590 ",0.00
2009,Orlando Magic,Jameer Nelson,PG,-,"$7,700,000",-,-,"$400,000",-,-,"$8,100,000 ",0.00
2009,Orlando Magic,Marcin Gortat,C,Early Bird,"$5,854,000",-,-,-,-,"($33,953,200)","$5,854,000 ",0.00
2009,Orlando Magic,Mickael Pietrus,SF,MLE,"$5,300,000",-,-,-,-,-,"$5,300,000 ",0.00
2009,Orlando Magic,Brandon Bass,PF,MLE,"$4,000,000",-,-,-,-,-,"$4,000,000 ",0.00
2009,Orlando Magic,J.J. Redick,SG,Rookie,"$2,839,408",-,-,-,-,-,"$2,839,408 ",0.00
2009,Orlando Magic,Matt Barnes,SF,-,"$1,600,000",-,-,-,-,-,"$1,600,000 ",0.00
2009,Orlando Magic,Ryan Anderson,PF,-,"$1,317,720",-,-,-,-,-,"$1,317,720 ",0.00
2009,Philadelphia 76Ers,Elton Brand,PF,-,"$14,858,471",-,-,-,-,-,"$14,858,471 ",0.00
2009,Philadelphia 76Ers,Andre Iguodala,SG,-,"$12,200,000",-,-,-,-,-,"$12,200,000 ",0.00
2009,Philadelphia 76Ers,Samuel Dalembert,C,-,"$12,025,694",-,-,-,-,-,"$12,025,694 ",0.00
2009,Philadelphia 76Ers,Louis Williams,SG,Bird,"$4,972,500",-,-,-,-,-,"$4,972,500 ",0.00
2009,Philadelphia 76Ers,Willie Green,SG,-,"$3,682,000",-,-,-,-,-,"$3,682,000 ",0.00
2009,Philadelphia 76Ers,Thaddeus Young,SF,Rookie,"$2,105,400",-,-,-,-,-,"$2,105,400 ",0.00
2009,Philadelphia 76Ers,Marreese Speights,PF,-,"$1,658,280",-,-,-,-,-,"$1,658,280 ",0.00
2009,Philadelphia 76Ers,Jrue Holiday,PG,Rookie,"$1,514,280",-,-,-,-,-,"$1,514,280 ",0.00
2009,Philadelphia 76Ers,Jason Smith,PF,-,"$1,418,880",-,-,-,-,-,"$1,418,880 ",0.00
2009,Philadelphia 76Ers,Royal Ivey,PG,Non-Bird,"$1,050,000",-,-,-,-,-,"$1,050,000 ",0.00
2009,Philadelphia 76Ers,Allen Iverson,PG,Minimum,"$1,029,794",-,-,-,-,"($650,686)","$650,686 ",0.00
2009,Phoenix Suns,Amar'e Stoudemire,PF,-,"$16,378,325",-,-,-,-,-,"$16,378,325 ",0.00
2009,Phoenix Suns,Jason Richardson,SG,Bird,"$13,333,332",-,-,-,-,-,"$13,333,332 ",0.00
2009,Phoenix Suns,Steve Nash,PG,-,"$13,125,000",-,-,-,-,-,"$13,125,000 ",0.00
2009,Phoenix Suns,Leandro Barbosa,SG,-,"$6,600,000",-,-,-,-,-,"$6,600,000 ",0.00
2009,Phoenix Suns,Grant Hill,SF,-,"$3,000,000",-,-,-,-,-,"$3,000,000 ",0.00
2009,Phoenix Suns,Channing Frye,PF,Bi-Annual,"$1,990,000",-,-,-,-,-,"$1,990,000 ",0.00
2009,Phoenix Suns,Goran Dragic,PG,Rookie,"$1,836,000",-,-,-,-,-,"$1,836,000 ",0.00
2009,Phoenix Suns,Earl Clark,SF,-,"$1,766,280",-,-,-,-,-,"$1,766,280 ",0.00
2009,Phoenix Suns,Robin Lopez,C,-,"$1,745,520",-,-,-,-,-,"$1,745,520 ",0.00
2009,Phoenix Suns,Jared Dudley,SG,Rookie,"$1,307,640",-,-,-,-,-,"$1,307,640 ",0.00
2009,Phoenix Suns,Louis Amundson,PF,-,"$855,189",-,-,-,-,-,- ,0.00
2009,Portland Trail Blazers,Marcus Camby,C,-,"$7,650,000",-,-,-,-,-,"$9,650,000 ",0.00
2009,Portland Trail Blazers,Joel Przybilla,C,-,"$6,857,725",-,-,-,-,-,"$6,857,725 ",0.00
2009,Portland Trail Blazers,Andre Miller,PG,-,"$6,730,800",-,-,-,-,-,"$6,730,800 ",0.00
2009,Portland Trail Blazers,LaMarcus Aldridge,PF,Rookie,"$5,844,827",-,-,-,-,-,"$5,844,827 ",0.00
2009,Portland Trail Blazers,Greg Oden,C,-,"$5,361,240",-,-,-,-,-,"$5,361,240 ",0.00
2009,Portland Trail Blazers,Martell Webster,SF,-,"$4,344,000",-,-,-,-,-,"$4,344,000 ",0.00
2009,Portland Trail Blazers,Brandon Roy,SG,-,"$3,910,816",-,-,-,-,-,"$3,910,816 ",0.00
2009,Portland Trail Blazers,Jerryd Bayless,PG,-,"$2,143,080",-,-,-,-,-,"$2,143,080 ",0.00
2009,Portland Trail Blazers,Juwan Howard,PF,-,"$1,306,455",-,-,-,-,-,"$1,306,455 ",0.00
2009,Portland Trail Blazers,Nicolas Batum,SF,Rookie,"$1,118,760",-,-,-,-,-,"$1,118,760 ",0.00
2009,Portland Trail Blazers,Jeff Ayres,PF,Minimum,"$457,588",-,-,-,-,"($457,588)","$457,588 ",0.00
2009,Portland Trail Blazers,Dante Cunningham,PF,-,"$457,588",-,-,-,-,-,"$457,588 ",0.00
2009,Portland Trail Blazers,Patrick Mills,PG,Minimum,"$457,588",-,-,-,-,-,"$457,588 ",0.00
2009,Sacramento Kings,Beno Udrih,PG,-,"$6,031,800",-,-,-,-,-,"$6,031,800 ",0.00
2009,Sacramento Kings,Francisco Garcia,SG,-,"$5,800,000",-,-,-,-,-,"$5,800,000 ",0.00
2009,Sacramento Kings,Tyreke Evans,PG,Rookie,"$3,610,080",-,-,-,-,-,"$3,610,080 ",0.00
2009,Sacramento Kings,Carl Landry,PF,-,"$3,000,000",-,-,-,-,-,"$3,000,000 ",0.00
2009,Sacramento Kings,Spencer Hawes,C,Rookie,"$2,332,800",-,-,-,-,-,"$2,332,800 ",0.00
2009,Sacramento Kings,Jason Thompson,PF,Rookie,"$2,035,920",-,-,-,-,-,"$2,035,920 ",0.00
2009,Sacramento Kings,Omri Casspi,SF,-,"$1,167,000",-,-,-,-,-,"$1,167,000 ",0.00
2009,Sacramento Kings,Dominic McGuire,SF,-,"$825,497",-,-,-,-,-,"$825,497 ",0.00
2009,San Antonio Spurs,Tim Duncan,PF,-,"$22,183,220",-,-,-,-,-,"$22,183,220 ",0.00
2009,San Antonio Spurs,Richard Jefferson,SF,-,"$14,200,000",-,-,-,-,-,"$14,200,000 ",0.00
2009,San Antonio Spurs,Tony Parker,PG,Bird,"$12,600,000",-,-,-,-,-,"$12,600,000 ",0.00
2009,San Antonio Spurs,Manu Ginobili,SG,-,"$10,728,130",-,-,-,-,-,"$10,728,130 ",0.00
2009,San Antonio Spurs,Antonio McDyess,PF,-,"$5,854,000",-,-,-,-,-,"$5,854,000 ",0.00
2009,San Antonio Spurs,Roger Mason,SG,-,"$3,780,000",-,-,-,-,-,"$3,780,000 ",0.00
2009,San Antonio Spurs,Matt Bonner,PF,Early Bird,"$3,256,500",-,-,-,-,-,"$3,256,500 ",0.00
2009,San Antonio Spurs,George Hill,PG,-,"$1,081,680",-,-,-,-,-,"$1,081,680 ",0.00
2009,San Antonio Spurs,Ian Mahinmi,C,-,"$1,079,640",-,-,-,-,-,"$1,079,640 ",0.00
2009,San Antonio Spurs,Keith Bogans,SF,-,"$1,033,342",-,-,-,-,-,"$1,033,342 ",0.00
2009,San Antonio Spurs,DeJaun Blair,C,MLE,"$457,588",-,-,-,-,-,"$457,588 ",0.00
2009,San Antonio Spurs,Alonzo Gee,SF,-,"$83,656",-,-,-,-,-,"$83,656 ",0.00
2009,San Antonio Spurs,Garrett Temple,SG,Minimum,"$59,217",-,-,-,-,-,"$59,217 ",0.00
2009,Toronto Raptors,Chris Bosh,C,-,"$15,779,912",-,-,-,-,-,"$15,779,912 ",0.00
2009,Toronto Raptors,Hedo Turkoglu,SF,Bird,"$9,000,000",-,-,-,-,"($46,800,000)","$9,000,000 ",0.00
2009,Toronto Raptors,Jose Calderon,PG,-,"$8,219,008",-,-,-,-,-,"$8,219,008 ",0.00
2009,Toronto Raptors,Andrea Bargnani,PF,Rookie,"$6,527,491",-,-,-,-,-,"$6,527,491 ",0.00
2009,Toronto Raptors,Jarrett Jack,PG,-,"$4,125,000","$875,000",-,-,-,-,"$5,000,000 ",0.00
2009,Toronto Raptors,Reggie Evans,PF,-,"$4,960,000",-,-,-,-,-,"$4,960,000 ",0.00
2009,Toronto Raptors,Amir Johnson,PF,Early Bird,"$3,666,666",-,-,-,-,-,"$3,666,666 ",0.00
2009,Toronto Raptors,Jose Calderon,PG,MLE,"$2,471,604",-,-,-,-,-,"$2,471,604 ",0.00
2009,Toronto Raptors,DeMar DeRozan,SG,Rookie,"$2,282,640",-,-,-,-,-,"$2,282,640 ",0.00
2009,Toronto Raptors,Marco Belinelli,SG,-,"$1,547,640",-,-,-,-,-,"$1,547,640 ",0.00
2009,Toronto Raptors,Joey Dorsey,PF,Minimum,"$47,651",-,-,-,-,-,"$47,651 ",0.00
2009,Utah Jazz,Deron Williams,PG,-,"$17,500,000",-,-,-,-,-,"$17,500,000 ",0.00
2009,Utah Jazz,Andrei Kirilenko,SF,-,"$16,451,250",-,-,-,-,-,"$16,451,250 ",0.00
2009,Utah Jazz,Carlos Boozer,PF,-,"$13,520,500",-,-,-,-,-,"$13,520,500 ",0.00
2009,Utah Jazz,Paul Millsap,PF,-,"$6,292,932","$1,400,000",-,-,-,-,"$7,692,932 ",0.00
2009,Utah Jazz,Kyle Korver,SF,Early Bird,"$5,163,636",-,-,-,-,-,"$5,163,636 ",0.00
2009,Utah Jazz,C.J. Miles,SG,-,"$3,700,000",-,-,-,-,-,"$3,700,000 ",0.00
2009,Utah Jazz,Ronnie Price,PG,Early Bird,"$1,250,000",-,-,-,-,-,"$1,250,000 ",0.00
2009,Utah Jazz,Kosta Koufos,C,-,"$1,214,040",-,-,-,-,-,"$1,214,040 ",0.00
2009,Utah Jazz,Wesley Matthews,SG,Minimum,"$457,588",-,-,-,-,-,"$457,588 ",0.00
2009,Washington Wizards,Rashard Lewis,PF,-,"$18,876,000",-,-,-,-,-,"$18,876,000 ",0.00
2009,Washington Wizards,Gilbert Arenas,SG,-,"$16,192,080",-,-,-,-,-,"$16,192,080 ",0.00
2009,Washington Wizards,Josh Howard,SF,-,"$10,890,000",-,-,-,-,-,"$10,890,000 ",0.00
2009,Washington Wizards,Mike Miller,SG,-,"$9,750,000",-,-,-,-,-,"$9,750,000 ",0.00
2009,Washington Wizards,Randy Foye,PG,Rookie,"$3,575,761",-,-,-,-,-,"$3,575,761 ",0.00
2009,Washington Wizards,Andray Blatche,C,-,"$3,000,000",-,-,-,-,-,"$3,000,000 ",0.00
2009,Washington Wizards,Nick Young,SG,Rookie,"$1,714,800",-,-,-,-,-,"$1,714,800 ",0.00
2009,Washington Wizards,JaVale McGee,C,-,"$1,496,640",-,-,-,-,-,"$1,496,640 ",0.00
2009,Washington Wizards,Alonzo Gee,SF,-,"$34,656",-,-,-,-,-,"$34,656 ",0.00
2009,Washington Wizards,Alonzo Gee,SF,-,"$34,656",-,-,-,-,-,"$34,656 ",0.00
2010,Atlanta Hawks,Joe Johnson,SG,Bird,"$16,324,500",-,-,-,-,"($123,658,089)","$16,324,500 ",28.13
2010,Atlanta Hawks,Josh Smith,SF,-,"$11,600,000",-,-,-,-,-,"$11,600,000 ",19.99
2010,Atlanta Hawks,Jamal Crawford,SG,-,"$10,080,000",-,-,-,-,-,"$10,080,000 ",17.37
2010,Atlanta Hawks,Kirk Hinrich,SG,-,"$9,000,000",-,-,-,-,-,"$9,000,000 ",15.51
2010,Atlanta Hawks,Marvin Williams,PF,Bird,"$6,712,500",-,-,-,-,"($30,550,000)","$6,712,500 ",11.57
2010,Atlanta Hawks,Al Horford,C,Rookie,"$5,444,857",-,-,-,-,-,"$5,444,857 ",9.38
2010,Atlanta Hawks,Zaza Pachulia,C,-,"$4,251,250",-,-,-,-,-,"$4,251,250 ",7.32
2010,Atlanta Hawks,Jeff Teague,PG,Rookie,"$1,476,840",-,-,-,-,-,"$1,476,840 ",2.54
2010,Atlanta Hawks,Josh Powell,PF,-,"$1,100,000",-,-,-,-,-,"$1,100,000 ",1.90
2010,Atlanta Hawks,Jordan Crawford,SG,Rookie,"$1,042,320",-,-,-,-,"($2,162,760)","$1,042,320 ",1.80
2010,Atlanta Hawks,Hilton Armstrong,C,-,"$992,680",-,-,-,-,-,"$992,680 ",1.71
2010,Atlanta Hawks,Jason Collins,C,-,"$1,352,181",-,-,-,-,-,"$854,389 ",1.47
2010,Atlanta Hawks,Damien Wilkins,SG,Minimum,"$326,810",-,-,-,-,-,"$326,810 ",0.56
2010,Atlanta Hawks,Damien Wilkins,SG,Minimum,"$196,086",-,-,-,-,-,"$196,086 ",0.34
2010,Atlanta Hawks,Damien Wilkins,SG,Minimum,"$59,420",-,-,-,-,-,"$59,420 ",0.10
2010,Atlanta Hawks,Magnum Rolle,C,Minimum,"$8,358",-,-,-,-,"($8,358)","$8,358 ",0.01
2010,Boston Celtics,Kevin Garnett,C,-,"$17,100,000",-,"$1,751,934",-,-,-,"$18,851,934 ",32.48
2010,Boston Celtics,Paul Pierce,SF,Bird,"$13,876,321",-,-,-,-,"($61,333,334)","$13,876,321 ",23.91
2010,Boston Celtics,Ray Allen,SG,-,"$10,000,000",-,-,-,-,-,"$10,000,000 ",17.23
2010,Boston Celtics,Rajon Rondo,PG,Bird,"$9,090,911",-,-,-,-,"($55,000,001)","$9,090,911 ",15.66
2010,Boston Celtics,Jermaine O'Neal,C,MLE,"$5,765,000",-,-,-,-,-,"$5,765,000 ",9.93
2010,Boston Celtics,Jeff Green,PF,Rookie,"$4,455,988",-,-,-,-,-,"$4,455,988 ",7.68
2010,Boston Celtics,Glen Davis,PF,-,"$2,500,000",-,-,"$500,004",-,-,"$3,000,004 ",5.17
2010,Boston Celtics,Avery Bradley,PG,Rookie,"$1,418,160",-,-,-,-,"($2,942,640)","$1,418,160 ",2.44
2010,Boston Celtics,Shaquille O'Neal,C,-,"$1,352,181",-,-,-,-,-,"$1,352,181 ",2.33
2010,Boston Celtics,Luke Harangody,PF,-,"$473,604",-,-,-,-,-,"$473,604 ",0.82
2010,Boston Celtics,Sasha Pavlovic,SG,Minimum,"$283,213",-,-,-,-,-,"$211,084 ",0.36
2010,Chicago Bulls,Carlos Boozer,PF,Bird,"$14,400,000",-,-,-,-,"($75,000,000)","$14,400,000 ",24.81
2010,Chicago Bulls,Luol Deng,SF,Bird,"$11,345,000",-,-,-,-,"($51,250,000)","$11,345,000 ",19.55
2010,Chicago Bulls,Derrick Rose,PG,-,"$5,546,160",-,-,-,-,-,"$5,546,160 ",9.56
2010,Chicago Bulls,Kyle Korver,SF,Cap Space,"$5,000,000",-,-,-,-,-,"$5,000,000 ",8.61
2010,Chicago Bulls,Ronnie Brewer,SF,-,"$4,790,000",-,-,-,-,-,"$4,790,000 ",8.25
2010,Chicago Bulls,Joakim Noah,C,-,"$3,128,536",-,-,-,-,-,"$3,128,536 ",5.39
2010,Chicago Bulls,C.J. Watson,PG,-,"$3,100,000",-,-,-,-,-,"$3,100,000 ",5.34
2010,Chicago Bulls,Omer Asik,C,-,"$1,721,000",-,-,-,-,-,"$1,721,000 ",2.97
2010,Chicago Bulls,James Johnson,PF,Rookie,"$1,713,600",-,-,-,-,-,"$1,713,600 ",2.95
2010,Chicago Bulls,Keith Bogans,SF,-,"$1,600,000",-,-,-,-,-,"$1,600,000 ",2.76
2010,Chicago Bulls,Taj Gibson,PF,Rookie,"$1,117,680",-,-,-,-,-,"$1,117,680 ",1.93
2010,Chicago Bulls,Kurt Thomas,PF,-,"$1,352,181",-,-,-,-,-,"$854,389 ",1.47
2010,Chicago Bulls,John Lucas III,PG,Cap Space,"$166,131",-,-,-,-,-,"$166,131 ",0.29
2010,Cleveland Cavaliers,Antawn Jamison,PF,-,"$13,358,905",-,-,-,-,-,"$13,358,905 ",23.02
2010,Cleveland Cavaliers,Baron Davis,PG,Cap Space,"$13,000,000",-,-,-,-,-,"$13,000,000 ",22.40
2010,Cleveland Cavaliers,Anderson Varejao,C,Bird,"$7,000,000",-,-,-,-,"($36,104,546)","$7,000,000 ",12.06
2010,Cleveland Cavaliers,Daniel Gibson,SG,-,"$4,015,334",-,-,-,-,-,"$4,015,334 ",6.92
2010,Cleveland Cavaliers,Ramon Sessions,PG,-,"$3,964,320",-,-,-,-,-,"$3,964,320 ",6.83
2010,Cleveland Cavaliers,Ryan Hollins,C,-,"$2,333,333",-,-,-,-,-,"$2,333,333 ",4.02
2010,Cleveland Cavaliers,J.J Hickson,C,Rookie,"$1,528,920",-,-,-,-,-,"$1,528,920 ",2.63
2010,Cleveland Cavaliers,Christian Eyenga,PG,-,"$1,020,960",-,-,-,-,-,"$1,020,960 ",1.76
2010,Cleveland Cavaliers,Samardo Samuels,C,-,"$500,000",-,-,-,-,-,"$500,000 ",0.86
2010,Cleveland Cavaliers,Alonzo Gee,SF,-,"$479,735",-,-,-,-,"($1,334,124)","$479,735 ",0.83
2010,Cleveland Cavaliers,Semih Erden,C,-,"$473,604",-,-,-,-,-,"$473,604 ",0.82
2010,Cleveland Cavaliers,Manny Harris,SG,-,"$473,604",-,-,-,-,-,"$473,604 ",0.82
2010,Dallas Mavericks,Dirk Nowitzki,PF,Bird,"$17,278,618",-,-,-,-,"($80,000,000)","$17,278,618 ",29.77
2010,Dallas Mavericks,Tyson Chandler,C,-,"$12,750,000",-,-,-,-,-,"$12,750,000 ",21.97
2010,Dallas Mavericks,Jason Terry,SG,-,"$10,650,000",-,-,-,-,-,"$10,650,000 ",18.35
2010,Dallas Mavericks,Caron Butler,SF,-,"$10,561,960",-,-,-,-,-,"$10,561,960 ",18.20
2010,Dallas Mavericks,Jason Kidd,PG,-,"$8,500,000",-,-,-,-,-,"$8,610,500 ",14.84
2010,Dallas Mavericks,Shawn Marion,SF,Bird,"$7,305,500",-,-,-,-,"($32,791,109)","$7,305,500 ",12.59
2010,Dallas Mavericks,Brendan Haywood,C,-,"$6,900,000",-,-,-,-,-,"$6,900,000 ",11.89
2010,Dallas Mavericks,DeShawn Stevenson,SF,MLE,"$4,151,786",-,-,-,-,-,"$4,151,786 ",7.15
2010,Dallas Mavericks,Corey Brewer,SF,-,"$2,875,000",-,-,-,-,-,"$2,875,000 ",4.95
2010,Dallas Mavericks,Jose Barea,PG,-,"$1,815,000",-,-,-,-,-,"$1,815,000 ",3.13
2010,Dallas Mavericks,Rodrigue Beaubois,PG,Rookie,"$1,156,080",-,-,-,-,-,"$1,156,080 ",1.99
2010,Dallas Mavericks,Dominique Jones,SG,Rookie,"$1,110,120",-,-,-,-,"($2,303,400)","$1,110,120 ",1.91
2010,Dallas Mavericks,Ian Mahinmi,C,-,"$762,195",-,-,-,-,-,"$762,195 ",1.31
2010,Dallas Mavericks,Peja Stojakovic,SF,-,"$706,138",-,-,-,-,-,"$706,138 ",1.22
2010,Dallas Mavericks,Sasha Pavlovic,SG,Minimum,"$67,432",-,-,-,-,-,"$50,258 ",0.09
2010,Denver Nuggets,Carmelo Anthony,SF,-,"$17,149,243",-,-,-,-,-,"$17,149,243 ",29.55
2010,Denver Nuggets,Kenyon Martin,PF,-,"$16,545,454",-,-,-,-,-,"$16,545,454 ",28.51
2010,Denver Nuggets,Nene Hilario,C,Bird,"$11,360,000",-,-,-,-,-,"$11,360,000 ",19.57
2010,Denver Nuggets,Raymond Felton,PG,-,"$7,000,000",-,-,-,-,-,"$7,000,000 ",12.06
2010,Denver Nuggets,J.R. Smith,SG,-,"$6,031,851",-,-,-,-,-,"$6,031,851 ",10.39
2010,Denver Nuggets,Al Harrington,PF,MLE,"$5,765,000",-,-,-,-,-,"$5,765,000 ",9.93
2010,Denver Nuggets,Chris Andersen,PF,-,"$4,533,300",-,-,-,-,-,"$4,533,300 ",7.81
2010,Denver Nuggets,Timofey Mozgov,C,-,"$3,567,096",-,-,-,-,-,"$3,567,096 ",6.15
2010,Denver Nuggets,Danilo Gallinari,SF,-,"$3,304,560",-,-,-,-,-,"$3,304,560 ",5.69
2010,Denver Nuggets,Wilson Chandler,SF,-,"$2,130,481",-,-,-,-,-,"$2,130,481 ",3.67
2010,Denver Nuggets,Arron Afflalo,SG,-,"$1,959,577",-,-,-,-,-,"$1,959,577 ",3.38
2010,Denver Nuggets,Renaldo Balkman,PF,-,"$1,675,000",-,-,-,-,-,"$1,675,000 ",2.89
2010,Denver Nuggets,Ty Lawson,PG,Bird,"$1,546,560",-,-,-,-,-,"$1,546,560 ",2.66
2010,Denver Nuggets,Kosta Koufos,C,-,"$1,298,640",-,-,-,-,-,"$1,298,640 ",2.24
2010,Detroit Pistons,Richard Hamilton,SG,-,"$12,500,000",-,-,-,-,-,"$12,500,000 ",21.54
2010,Detroit Pistons,Tayshaun Prince,SF,-,"$11,148,760",-,-,-,-,-,"$11,148,760 ",19.21
2010,Detroit Pistons,Ben Gordon,SG,Cap Space,"$10,800,000",-,-,-,-,"($48,000,000)","$10,800,000 ",18.61
2010,Detroit Pistons,Charlie Villanueva,PF,Cap Space,"$7,020,000",-,-,-,-,"($31,200,000)","$7,020,000 ",12.10
2010,Detroit Pistons,Jason Maxiell,PF,-,"$5,000,000",-,-,-,-,-,"$5,000,000 ",8.61
2010,Detroit Pistons,Will Bynum,PG,-,"$3,250,000",-,-,-,-,-,"$3,250,000 ",5.60
2010,Detroit Pistons,Chris Wilcox,PF,-,"$3,000,000",-,-,-,-,-,"$3,000,000 ",5.17
2010,Detroit Pistons,Greg Monroe,C,Rookie,"$2,798,040",-,-,-,-,"($5,805,960)","$2,798,040 ",4.82
2010,Detroit Pistons,Rodney Stuckey,PG,-,"$2,767,126",-,-,-,-,-,"$2,767,126 ",4.77
2010,Detroit Pistons,Austin Daye,PF,Rookie,"$1,803,720",-,-,-,-,-,"$1,803,720 ",3.11
2010,Detroit Pistons,Tracy McGrady,SG,Minimum,"$1,352,181",-,-,-,-,-,"$854,389 ",1.47
2010,Detroit Pistons,Jonas Jerebko,PF,-,"$762,195",-,-,-,-,-,"$762,195 ",1.31
2010,Golden State Warriors,Troy Murphy,PF,-,"$11,968,253",-,-,-,-,-,"$11,968,253 ",20.62
2010,Golden State Warriors,Monta Ellis,PG,-,"$11,000,000",-,-,-,-,-,"$11,000,000 ",18.95
2010,Golden State Warriors,David Lee,PF,Bird,"$10,800,000",-,-,-,-,"($79,537,680)","$10,800,000 ",18.61
2010,Golden State Warriors,Andris Biedrins,C,Bird,"$9,000,000",-,-,-,-,"($36,000,000)","$9,000,000 ",15.51
