Year,Team,Player,Position,Base_Salary,Signing_Bonus,Roster_Bonus,Option_Bonus,Workout_Bonus,Restructure_Bonus,Miscellaneous,Dead_Cap,Cap_Hit,Cap_Percentage
2004,Arizona Cardinals,Leonard Davis,G,"$4,815,000","$1,520,833",-,-,-,-,-,-,"$5,775,417 ",0.00
2004,Arizona Cardinals,Bertrand Berry,DE,"$4,000,000","$1,000,000",-,-,-,-,-,-,"$5,000,000 ",0.00
2004,Arizona Cardinals,Emmitt Smith,RB,"$2,500,000","$1,250,000",-,-,-,-,-,-,"$3,750,000 ",0.00
2004,Arizona Cardinals,Adrian Wilson,S,"$2,000,000","$900,000",-,-,-,-,-,-,"$2,900,000 ",0.00
2004,Arizona Cardinals,Larry Fitzgerald,WR,"$1,050,000","$1,250,000",-,-,-,-,-,-,"$2,300,000 ",0.00
2004,Arizona Cardinals,Bryant Johnson,WR,"$743,750","$370,000",-,-,-,-,-,-,"$1,687,291 ",0.00
2004,Arizona Cardinals,Calvin Pace,OLB,"$305,000","$600,000",-,"$525,000",-,-,-,-,"$1,430,000 ",0.00
2004,Arizona Cardinals,Todd Heap,TE,"$892,500","$460,000",-,-,-,-,-,-,"$1,352,500 ",0.00
2004,Arizona Cardinals,Kyle Vanden Bosch,DE,"$533,750","$375,000",-,-,-,-,-,-,"$908,750 ",0.00
2004,Arizona Cardinals,Karlos Dansby,ILB,"$230,000","$525,000",-,-,-,-,-,-,"$755,000 ",0.00
2004,Arizona Cardinals,Obafemi Ayanbadejo,FB,"$535,000","$100,000",-,-,-,-,-,-,"$635,000 ",0.00
2004,Arizona Cardinals,Anquan Boldin,WR,"$305,000","$302,500",-,-,-,-,-,-,"$607,500 ",0.00
2004,Arizona Cardinals,Neil Rackers,K,"$535,000","$46,667",-,-,-,-,-,-,"$581,667 ",0.00
2004,Arizona Cardinals,Josh McCown,QB,"$380,000","$161,000",-,-,-,-,-,-,"$541,000 ",0.00
2004,Arizona Cardinals,Darnell Dockett,DE,"$230,000","$190,000",-,-,-,-,-,"($570,000)","$420,000 ",0.00
2004,Arizona Cardinals,Alex Stepanovich,C,"$230,000","$115,833",-,-,-,-,-,-,"$345,833 ",0.00
2004,Arizona Cardinals,Reggie Wells,G,"$305,000","$26,000",-,-,-,-,-,-,"$331,000 ",0.00
2004,Arizona Cardinals,Jeremy Bridges,G,"$305,000",-,-,-,-,-,-,-,"$305,000 ",0.00
2004,Arizona Cardinals,John Navarre,QB,"$230,000","$14,833",-,-,-,-,-,-,"$244,833 ",0.00
2004,Arizona Cardinals,Antonio Smith,DT,"$40,588",-,-,-,-,-,-,-,"$40,588 ",0.00
2004,Atlanta Falcons,Michael Vick,QB,"$5,000,000","$1,450,000",-,"$1,142,857",-,-,-,-,"$7,592,857 ",0.00
2004,Atlanta Falcons,Patrick Kerney,DE,"$4,450,000","$1,214,285",-,-,-,-,-,-,"$5,814,285 ",0.00
2004,Atlanta Falcons,Todd Weiner,T,"$2,400,000","$1,100,000",-,-,-,-,-,-,"$3,500,000 ",0.00
2004,Atlanta Falcons,DeAngelo Hall,CB,"$230,000","$350,000","$1,320,000",-,-,-,-,-,"$1,900,000 ",0.00
2004,Atlanta Falcons,Todd McClure,C,"$550,000","$483,333",-,-,-,-,-,-,"$1,033,333 ",0.00
2004,Atlanta Falcons,Michael Jenkins,WR,"$380,000","$250,000",-,-,-,-,-,-,"$905,000 ",0.00
2004,Atlanta Falcons,Brian Finneran,WR,"$535,000","$250,000","$100,000",-,-,-,-,-,"$885,000 ",0.00
2004,Atlanta Falcons,Jay Feely,K,"$628,000",-,-,-,-,-,-,-,"$628,000 ",0.00
2004,Atlanta Falcons,Roberto Garza,C,"$628,000",-,-,-,-,-,-,-,"$628,000 ",0.00
2004,Atlanta Falcons,Bryan Scott,OLB,"$305,000","$250,000",-,-,-,-,-,-,"$555,000 ",0.00
2004,Atlanta Falcons,Demorrio Williams,LB,"$345,360","$115,118",-,-,-,-,-,-,"$460,478 ",0.00
2004,Atlanta Falcons,Matt Schaub,QB,"$230,000","$148,333",-,-,-,-,-,-,"$378,333 ",0.00
2004,Atlanta Falcons,Chad Lavalais,DT,"$230,000","$41,833",-,-,-,-,-,-,"$271,833 ",0.00
2004,Atlanta Falcons,Jason Wright,RB,"$40,588",-,-,-,-,-,-,-,"$40,588 ",0.00
2004,Baltimore Ravens,Ray Lewis,LB,"$4,000,000","$1,428,571",-,"$1,500,000",-,-,-,-,"$6,928,571 ",0.00
2004,Baltimore Ravens,Jamal Lewis,RB,"$3,234,000","$1,086,000",-,-,-,-,-,-,"$6,905,367 ",0.00
2004,Baltimore Ravens,Terrell Suggs,OLB,"$305,000","$400,000",-,"$1,062,500",-,-,-,-,"$1,767,500 ",0.00
2004,Baltimore Ravens,Deion Sanders,CB,"$1,500,000",-,-,-,-,-,-,-,"$1,500,000 ",0.00
2004,Baltimore Ravens,Ed Reed,S,"$512,500","$725,000",-,-,-,-,-,-,"$1,237,500 ",0.00
2004,Baltimore Ravens,Dwan Edwards,DT,"$320,000","$230,000",-,-,-,-,-,-,"$550,000 ",0.00
2004,Baltimore Ravens,Dave Zastudil,P,"$380,000","$101,667",-,-,-,-,-,-,"$481,667 ",0.00
2004,Baltimore Ravens,Chester Taylor,RB,"$380,000","$14,583",-,-,-,-,-,-,"$394,583 ",0.00
2004,Baltimore Ravens,Ovie Mughelli,RB,"$305,000","$79,333",-,-,-,-,-,-,"$384,333 ",0.00
2004,Baltimore Ravens,Jarret Johnson,OLB,"$305,000","$78,000",-,-,-,-,-,-,"$383,000 ",0.00
2004,Baltimore Ravens,Maake Kemoeatu,DT,"$380,000",-,-,-,-,-,-,-,"$380,000 ",0.00
2004,Baltimore Ravens,Bart Scott,LB,"$380,000",-,-,-,-,-,-,-,"$380,000 ",0.00
2004,Baltimore Ravens,Aubrayo Franklin,DT,"$305,000",-,-,-,-,-,-,-,"$305,000 ",0.00
2004,Baltimore Ravens,Tony Pashos,RT,"$305,000",-,-,-,-,-,-,-,"$305,000 ",0.00
2004,Baltimore Ravens,Daniel Wilcox,WR,"$305,000",-,-,-,-,-,-,-,"$305,000 ",0.00
2004,Baltimore Ravens,Clarence Moore,WR,"$230,000","$16,500",-,-,-,-,-,-,"$246,500 ",0.00
2004,Baltimore Ravens,Brian Rimpf,T,"$40,588",-,-,-,-,-,-,-,"$40,588 ",0.00
2004,Buffalo Bills,Eric Moulds,WR,"$4,245,000","$2,000,000","$1,000,000",-,"$100,000",-,"$150,000",-,"$7,495,000 ",0.00
2004,Buffalo Bills,Travis Henry,RB,"$755,000","$5,450,000",-,-,-,-,-,-,"$6,205,000 ",0.00
2004,Buffalo Bills,Takeo Spikes,LB,"$2,500,000","$1,500,000",-,-,-,-,-,-,"$4,400,000 ",0.00
2004,Buffalo Bills,Pat Williams,DT,"$2,600,000","$760,000",-,-,-,-,-,-,"$3,634,000 ",0.00
2004,Buffalo Bills,London Fletcher,ILB,"$2,500,000","$800,000",-,-,"$100,000",-,-,-,"$3,400,000 ",0.00
2004,Buffalo Bills,Ron Edwards,DT,"$1,000,000","$1,250,000",-,-,-,-,-,-,"$2,250,000 ",0.00
2004,Buffalo Bills,Aaron Schobel,DE,"$500,000","$1,455,000",-,-,-,-,-,-,"$1,955,000 ",0.00
2004,Buffalo Bills,Lee Evans,WR,"$230,000","$375,000",-,-,-,-,-,-,"$1,600,000 ",0.00
2004,Buffalo Bills,Nate Clements,CB,"$455,000","$637,400",-,-,-,-,-,-,"$1,508,025 ",0.00
2004,Buffalo Bills,Willis McGahee,RB,"$326,250","$200,000",-,"$687,500",-,-,-,-,"$1,213,750 ",0.00
2004,Buffalo Bills,J.P. Losman,QB,"$230,000",-,-,-,-,-,-,-,"$1,078,000 ",0.00
2004,Buffalo Bills,Rian Lindell,K,"$725,000","$287,500",-,-,-,-,-,-,"$1,012,500 ",0.00
2004,Buffalo Bills,Izell Reese,S,"$750,000","$87,500",-,-,-,-,-,-,"$837,500 ",0.00
2004,Buffalo Bills,Chris Kelsay,DE,"$305,000","$343,750",-,-,-,-,-,-,"$648,750 ",0.00
2004,Buffalo Bills,Brian Moorman,P,"$600,000","$46,428",-,-,-,-,-,-,"$646,428 ",0.00
2004,Buffalo Bills,Coy Wire,LS,"$380,000","$120,000",-,-,-,-,-,-,"$500,000 ",0.00
2004,Buffalo Bills,Terrence McGee,CB,"$305,000","$102,500",-,-,-,-,-,-,"$407,500 ",0.00
2004,Buffalo Bills,Mario Haggan,LB,"$305,000",-,-,-,-,-,-,-,"$305,000 ",0.00
2004,Buffalo Bills,Dylan McFarland,T,"$230,000","$14,150",-,-,-,-,-,-,"$244,150 ",0.00
2004,Buffalo Bills,Jabari Greer,CB,"$230,000","$2,500",-,-,-,-,-,-,"$232,500 ",0.00
2004,Buffalo Bills,Jonathan Smith,WR,"$121,764",-,-,-,-,-,-,-,"$121,764 ",0.00
2004,Buffalo Bills,Jason Peters,LT,"$108,235",-,-,-,-,-,-,-,"$108,235 ",0.00
2004,Carolina Panthers,Muhsin Muhammad,WR,"$660,000","$3,270,000",-,-,-,-,-,-,"$4,632,400 ",0.00
2004,Carolina Panthers,Julius Peppers,OLB,"$1,350,000","$1,300,000",-,"$675,000","$150,000",-,-,-,"$3,475,000 ",0.00
2004,Carolina Panthers,Jake Delhomme,QB,"$535,000","$1,766,667",-,-,-,-,-,-,"$3,301,667 ",0.00
2004,Carolina Panthers,Jordan Gross,LT,"$330,000","$699,500",-,-,-,-,-,-,"$2,755,125 ",0.00
2004,Carolina Panthers,Steve Smith,WR,"$743,529","$1,209,412","$500,000",-,"$100,000","$42,745",-,-,"$2,595,686 ",0.00
2004,Carolina Panthers,John Kasay,K,"$800,000","$400,000",-,-,-,-,-,-,"$1,200,000 ",0.00
2004,Carolina Panthers,Chris Gamble,CB,"$335,000","$550,000",-,-,-,-,-,-,"$990,000 ",0.00
2004,Carolina Panthers,Mike Gandy,T,"$628,000",-,-,-,-,-,-,-,"$628,000 ",0.00
2004,Carolina Panthers,Will Witherspoon,OLB,"$380,000","$173,333",-,-,-,-,-,-,"$553,333 ",0.00
2004,Carolina Panthers,Keary Colbert,WR,"$230,000","$72,500",-,-,-,-,-,-,"$468,000 ",0.00
2004,Carolina Panthers,Travelle Wharton,G,"$230,000","$137,750",-,-,-,-,-,-,"$367,750 ",0.00
2004,Carolina Panthers,Kindal Moorehead,DT,"$305,000","$40,333",-,-,-,-,-,-,"$345,333 ",0.00
2004,Carolina Panthers,Michael Gaines,TE,"$230,000","$9,400",-,-,-,-,-,-,"$239,400 ",0.00
2004,Carolina Panthers,Casey Cramer,RB,"$230,000",-,-,-,-,-,-,-,"$230,000 ",0.00
2004,Carolina Panthers,Sean Tufts,ILB,"$230,000",-,-,-,-,-,-,-,"$230,000 ",0.00
2004,Chicago Bears,Brian Urlacher,LB,"$1,750,000","$2,957,142",-,-,-,-,-,-,"$6,757,142 ",0.00
2004,Chicago Bears,Brian Urlacher,LB,"$2,100,000","$1,100,000",-,-,-,-,-,-,"$3,250,000 ",0.00
2004,Chicago Bears,Marc Colombo,T,"$217,500","$540,000",-,-,-,-,-,-,"$2,257,500 ",0.00
2004,Chicago Bears,Adewale Ogunleye,DE,"$455,000","$1,666,666",-,-,-,-,-,-,"$2,121,666 ",0.00
2004,Chicago Bears,Thomas Jones,RB,"$800,000","$875,000",-,-,-,-,-,-,"$1,675,000 ",0.00
2004,Chicago Bears,Rex Grossman,QB,"$350,000","$410,000",-,"$495,000",-,-,-,-,"$1,255,000 ",0.00
2004,Chicago Bears,Charles Tillman,CB,"$305,000","$411,000",-,-,"$78,750",-,-,-,"$794,750 ",0.00
2004,Chicago Bears,Tommie Harris,DT,"$250,000","$420,000",-,-,-,-,-,-,"$670,000 ",0.00
2004,Chicago Bears,Tank Johnson,DT,"$280,000","$345,000",-,-,-,-,-,-,"$625,000 ",0.00
2004,Chicago Bears,Lance Briggs,OLB,"$305,000","$172,500",-,-,-,-,-,-,"$477,500 ",0.00
2004,Chicago Bears,Jason McKie,RB,"$380,000",-,-,-,-,-,-,-,"$380,000 ",0.00
2004,Cincinnati Bengals,Carson Palmer,QB,"$1,337,500","$1,430,000",-,-,-,-,"$2,709,742",-,"$5,477,242 ",0.00
2004,Cincinnati Bengals,Jon Kitna,QB,"$1,000,000","$2,375,000",-,-,-,-,-,-,"$3,375,000 ",0.00
2004,Cincinnati Bengals,Justin Smith,DE,"$1,580,000","$1,250,000",-,"$270,000",-,-,-,-,"$3,100,000 ",0.00
2004,Cincinnati Bengals,Chad Johnson,WR,"$526,750","$1,359,000",-,-,-,-,-,-,"$2,685,750 ",0.00
2004,Cincinnati Bengals,Rudi Johnson,RB,"$1,824,000",-,-,-,-,-,-,-,"$1,824,000 ",0.00
2004,Cincinnati Bengals,Reggie Kelly,TE,"$950,000","$500,000",-,-,"$200,000",-,-,-,"$1,650,000 ",0.00
2004,Cincinnati Bengals,Shayne Graham,K,"$700,000","$597,000",-,-,-,-,-,-,"$1,297,000 ",0.00
2004,Cincinnati Bengals,Bobbie Williams,G,"$650,000","$333,333","$100,000",-,-,-,-,-,"$1,083,333 ",0.00
2004,Cincinnati Bengals,Madieu Williams,S,"$230,000","$300,000",-,-,-,-,-,-,"$530,000 ",0.00
2004,Cincinnati Bengals,Robert Geathers,DE,"$425,000","$103,333",-,-,-,-,-,-,"$528,333 ",0.00
2004,Cincinnati Bengals,Scott Kooistra,T,"$305,000","$13,666",-,-,-,-,-,-,"$318,666 ",0.00
2004,Cincinnati Bengals,Kevin Walter,WR,"$305,000",-,-,-,-,-,-,-,"$305,000 ",0.00
2004,Cincinnati Bengals,Casey Bramlet,QB,"$230,000","$11,667",-,-,-,-,-,-,"$241,667 ",0.00
2004,Cincinnati Bengals,Quincy Wilson,RB,"$230,000",-,-,-,-,-,-,-,"$230,000 ",0.00
2004,Cleveland Browns,Gerard Warren,DT,"$3,300,000","$833,333",-,-,-,-,-,-,"$4,133,333 ",0.00
2004,Cleveland Browns,Ryan Tucker,T,"$660,000","$1,466,666",-,-,-,"$323,334",-,-,"$2,450,000 ",0.00
2004,Cleveland Browns,Kenard  Lang,DE,"$900,000","$680,000",-,"$533,333","$100,000","$141,029",-,-,"$2,354,362 ",0.00
2004,Cleveland Browns,Kellen Winslow,TE,"$230,000","$1,000,000","$720,000",-,-,-,-,-,"$1,950,000 ",0.00
2004,Cleveland Browns,Jeff Faine,C,"$356,230","$335,714",-,-,-,-,-,-,"$1,205,485 ",0.00
2004,Cleveland Browns,Phil Dawson,K,"$600,000","$200,000",-,-,-,-,-,-,"$800,000 ",0.00
2004,Cleveland Browns,Antonio Bryant,WR,"$380,000","$243,750",-,-,-,-,-,-,"$623,750 ",0.00
2004,Cleveland Browns,Sean Jones,S,"$230,000","$270,000",-,-,-,-,-,-,"$500,000 ",0.00
2004,Cleveland Browns,Chris Crocker,S,"$305,000","$145,600",-,-,-,-,-,-,"$450,600 ",0.00
2004,Cleveland Browns,Andra Davis,LB,"$380,000","$41,000",-,-,-,-,-,-,"$421,000 ",0.00
2004,Cleveland Browns,Luke McCown,QB,"$230,000","$110,000",-,-,-,-,-,-,"$340,000 ",0.00
2004,Cleveland Browns,Kirk Chambers,G,"$230,000","$25,000",-,-,-,-,-,"($25,000)","$255,000 ",0.00
2004,Cleveland Browns,Nick Eason,DE,"$81,176",-,-,-,-,-,-,-,"$81,176 ",0.00
2004,Dallas Cowboys,Darren Woodson,S,"$1,500,000","$800,000",-,-,-,-,-,-,"$3,550,000 ",0.00
2004,Dallas Cowboys,Keyshawn Johnson,WR,"$1,750,000","$1,000,000",-,-,-,-,-,-,"$3,000,000 ",0.00
2004,Dallas Cowboys,Terence Newman,CB,"$305,417","$1,083,500",-,"$1,300,200",-,-,-,-,"$2,689,117 ",0.00
2004,Dallas Cowboys,Eddie George,RB,"$660,000","$1,540,000",-,-,-,-,-,-,"$2,200,000 ",0.00
2004,Dallas Cowboys,Andre Gurode,C,"$408,750","$249,928",-,-,-,-,-,-,"$658,678 ",0.00
2004,Dallas Cowboys,Julius Jones,RB,"$230,000","$316,667",-,-,-,-,-,-,"$546,667 ",0.00
2004,Dallas Cowboys,Jason Witten,TE,"$305,000","$167,500",-,-,-,-,-,-,"$472,500 ",0.00
2004,Dallas Cowboys,Kenyon Coleman,DE,"$380,000","$40,000",-,-,-,-,-,-,"$420,000 ",0.00
2004,Dallas Cowboys,Bradie James,LB,"$305,000","$83,000",-,-,-,-,-,-,"$388,000 ",0.00
2004,Dallas Cowboys,Scott Shanle,LB,"$305,000","$8,667",-,-,-,-,-,-,"$313,667 ",0.00
2004,Dallas Cowboys,Tony Romo,QB,"$305,000","$5,000",-,-,-,-,-,-,"$310,000 ",0.00
2004,Dallas Cowboys,Nathan Jones,CB,"$230,000","$13,833",-,-,-,-,-,-,"$243,833 ",0.00
2004,Dallas Cowboys,Patrick Crayton,WR,"$230,000",-,-,-,-,-,-,-,"$243,769 ",0.00
2004,Dallas Cowboys,Jacques Reeves,CB,"$230,000","$11,166",-,-,-,-,-,-,"$241,166 ",0.00
2004,Dallas Cowboys,Terrance Copper,WR,"$230,000","$3,333",-,-,-,-,-,-,"$233,333 ",0.00
2004,Dallas Cowboys,Mat McBriar,P,"$230,000",-,-,-,-,-,-,-,"$230,000 ",0.00
2004,Dallas Cowboys,Lousaka Polite,RB,"$13,529",-,-,-,-,-,-,-,"$13,529 ",0.00
2004,Denver Broncos,Rod Smith,WR,"$2,000,000","$2,071,428",-,-,-,-,-,-,"$4,421,428 ",0.00
2004,Denver Broncos,Champ Bailey,CB,"$1,000,000","$1,000,000","$9,150",-,"$500,000",-,-,-,"$2,509,150 ",0.00
2004,Denver Broncos,John Lynch,S,"$760,000","$833,333",-,-,-,-,-,-,"$1,593,333 ",0.00
2004,Denver Broncos,D.J. Williams,ILB,"$230,000","$400,000","$570,000",-,-,-,-,-,"$1,200,000 ",0.00
2004,Denver Broncos,Cornell Green,T,"$535,000","$100,000",-,-,-,-,-,-,"$635,000 ",0.00
2004,Denver Broncos,Cooper Carlisle,G,"$535,000","$92,000",-,-,-,-,-,-,"$627,000 ",0.00
2004,Denver Broncos,Mike Leach,LS,"$535,000",-,-,-,"$25,000",-,-,-,"$560,000 ",0.00
2004,Denver Broncos,Garrison Hearst,RB,"$760,000","$25,000",-,-,-,-,-,-,"$455,000 ",0.00
2004,Denver Broncos,Jason Baker,P,"$455,000",-,-,-,-,-,-,-,"$455,000 ",0.00
2004,Denver Broncos,Bradlee Van Pelt,QB,"$230,000",-,-,-,-,-,-,-,"$230,000 ",0.00
2004,Detroit Lions,James Hall,DE,"$1,500,000","$800,000",-,-,-,-,-,-,"$2,800,000 ",0.00
2004,Detroit Lions,Shaun Rogers,DT,"$650,000","$1,733,750",-,-,-,-,-,-,"$2,383,750 ",0.00
2004,Detroit Lions,Roy Williams,WR,"$360,000","$750,000",-,-,-,-,-,-,"$2,060,000 ",0.00
2004,Detroit Lions,Jeff Backus,T,"$455,000","$640,000",-,-,-,-,-,-,"$1,420,000 ",0.00
2004,Detroit Lions,Jason Hanson,K,"$800,000","$430,000",-,-,-,-,-,-,"$1,230,000 ",0.00
2004,Detroit Lions,Boss Bailey,LB,"$400,000","$440,000",-,-,-,-,-,-,"$840,000 ",0.00
2004,Detroit Lions,Dominic Raiola,C,"$455,000",-,-,"$326,333","$25,000",-,-,-,"$806,333 ",0.00
2004,Detroit Lions,Nick Harris,P,"$628,000","$125,000",-,-,-,-,-,-,"$753,000 ",0.00
2004,Detroit Lions,Andre' Goodman,CB,"$380,000","$134,538",-,-,-,-,-,-,"$514,538 ",0.00
2004,Detroit Lions,Cory Redding,DE,"$305,000","$181,166",-,-,-,-,-,-,"$486,166 ",0.00
2004,Detroit Lions,Don Muhlbach,LS,"$108,235",-,-,-,-,-,-,-,"$108,235 ",0.00
2004,Green Bay Packers,Brett Favre,QB,"$5,500,000","$1,833,333",-,-,-,-,-,-,"$9,533,333 ",0.00
2004,Green Bay Packers,Darren Sharper,S,"$3,200,000","$116,666",-,-,-,-,-,-,"$4,783,332 ",0.00
2004,Green Bay Packers,Chad Clifton,T,"$535,000","$1,666,666",-,-,-,-,-,-,"$3,201,666 ",0.00
2004,Green Bay Packers,Nail Diggs,LB,"$1,150,000","$283,333",-,-,-,-,-,-,"$1,433,333 ",0.00
2004,Green Bay Packers,Donald Driver,WR,"$570,000","$666,667",-,-,-,-,-,-,"$1,236,667 ",0.00
2004,Green Bay Packers,Nick Barnett,ILB,"$305,000","$642,000","$160,000",-,-,-,-,-,"$1,107,000 ",0.00
2004,Green Bay Packers,David Martin,TE,"$628,000",-,-,-,-,-,-,-,"$628,000 ",0.00
2004,Green Bay Packers,Kenny Peterson,DT,"$305,000","$165,000",-,-,-,-,-,-,"$470,000 ",0.00
2004,Green Bay Packers,Paris Lenon,ILB,"$380,000",-,-,-,-,-,-,-,"$380,000 ",0.00
2004,Green Bay Packers,James Lee,T,"$305,000","$39,250",-,-,-,-,-,-,"$344,250 ",0.00
2004,Green Bay Packers,Corey Williams,DT,"$230,000","$24,000",-,-,-,-,-,-,"$254,000 ",0.00
2004,Green Bay Packers,Scott Wells,C,"$230,000","$7,500",-,-,-,-,-,-,"$237,500 ",0.00
2004,Green Bay Packers,Cullen Jenkins,DT,"$230,000",-,-,-,-,-,-,-,"$230,000 ",0.00
2004,Green Bay Packers,Sean McHugh,TE,"$230,000",-,-,-,-,-,-,-,"$230,000 ",0.00
2004,Green Bay Packers,Chris Johnson,CB,"$135,000","$9,000",-,-,-,-,-,-,"$144,000 ",0.00
2004,Green Bay Packers,Vonta Leach,FB,"$81,176",-,-,-,-,-,-,-,"$81,176 ",0.00
2004,Houston Texans,David Carr,QB,"$660,000","$1,560,000",-,-,-,-,-,-,"$2,964,166 ",0.00
2004,Houston Texans,Andre Johnson,WR,"$395,000","$1,285,714",-,"$751,666","$100,000",-,"$149,824",-,"$2,682,204 ",0.00
2004,Houston Texans,Dunta Robinson,CB,"$962,500","$814,000",-,-,-,-,-,-,"$1,776,500 ",0.00
2004,Houston Texans,Jason Babin,DE,"$456,003","$366,667","$150,000",-,-,-,-,-,"$972,670 ",0.00
2004,Houston Texans,Billy Miller,TE,"$700,000","$250,000",-,-,-,-,-,-,"$950,000 ",0.00
2004,Houston Texans,Charlie Anderson,LB,"$230,000","$16,666",-,-,-,-,-,-,"$246,666 ",0.00
2004,Indianapolis Colts,Edgerrin James,RB,"$1,300,000","$1,357,142",-,-,-,-,-,-,"$11,287,558 ",0.00
2004,Indianapolis Colts,Peyton Manning,QB,"$535,000","$5,750,000",-,-,-,-,-,-,"$6,285,000 ",0.00
2004,Indianapolis Colts,Marvin Harrison,WR,"$1,000,000","$1,400,000",-,-,-,-,-,-,"$3,225,000 ",0.00
2004,Indianapolis Colts,Jeff Saturday,C,"$1,800,000","$833,333",-,-,-,-,-,-,"$2,886,333 ",0.00
2004,Indianapolis Colts,Dwight Freeney,OLB,"$391,000","$428,571",-,"$500,000",-,"$20,000","$332,143",-,"$1,671,714 ",0.00
2004,Indianapolis Colts,Reggie Wayne,WR,"$455,000","$480,000",-,-,-,"$585,000",-,-,"$1,520,000 ",0.00
2004,Indianapolis Colts,Dallas Clark,TE,"$508,000","$542,857",-,-,-,-,-,-,"$1,050,857 ",0.00
2004,Indianapolis Colts,Brandon Stokley,WR,"$535,000","$133,333","$40,000",-,"$20,000","$133,000",-,-,"$861,333 ",0.00
2004,Indianapolis Colts,Justin Snow,TE,"$535,000","$62,500",-,-,-,-,-,-,"$597,500 ",0.00
2004,Indianapolis Colts,Bob Sanders,S,"$230,000","$141,666",-,-,-,-,-,-,"$555,666 ",0.00
2004,Indianapolis Colts,Ryan Lilja,C,"$425,000",-,-,-,-,-,-,-,"$425,000 ",0.00
2004,Indianapolis Colts,Matt Bryant,K,"$380,000",-,-,-,-,-,-,-,"$380,000 ",0.00
2004,Indianapolis Colts,Robert Mathis,OLB,"$305,000","$42,250",-,-,-,-,-,-,"$347,250 ",0.00
2004,Indianapolis Colts,Cato June,LB,"$305,000","$19,167",-,-,-,-,-,-,"$324,167 ",0.00
2004,Indianapolis Colts,Jake Scott,G,"$230,000","$41,858",-,-,-,-,-,-,"$271,858 ",0.00
2004,Indianapolis Colts,Von Hutchins,CB,"$230,000","$25,875",-,-,-,-,-,-,"$255,875 ",0.00
2004,Indianapolis Colts,Jim Sorgi,QB,"$230,000","$20,400",-,-,-,-,-,-,"$250,400 ",0.00
2004,Jacksonville Jaguars,Fred Taylor,RB,"$1,336,248","$1,600,000",-,-,-,-,-,-,"$3,576,248 ",0.00
2004,Jacksonville Jaguars,Byron Leftwich,QB,"$305,000","$408,000",-,-,-,-,-,-,"$2,103,667 ",0.00
2004,Jacksonville Jaguars,Marcus Stroud,DT,"$505,107","$400,000",-,-,-,-,-,-,"$1,912,107 ",0.00
2004,Jacksonville Jaguars,Mike Peterson,LB,"$1,470,000","$333,333",-,-,-,-,-,-,"$1,803,333 ",0.00
2004,Jacksonville Jaguars,Brad Meester,C,"$1,250,000",-,-,"$500,000","$50,000",-,-,-,"$1,800,000 ",0.00
2004,Jacksonville Jaguars,Deon Grant,S,"$750,000","$833,333",-,-,-,-,-,-,"$1,583,333 ",0.00
2004,Jacksonville Jaguars,Rob Meier,DE,"$700,000","$100,000",-,-,-,-,-,-,"$800,000 ",0.00
2004,Jacksonville Jaguars,Rashean Mathis,CB,"$305,000","$450,000",-,-,-,-,-,-,"$755,000 ",0.00
2004,Jacksonville Jaguars,Daryl Smith,ILB,"$230,000","$312,000",-,-,-,-,-,-,"$542,000 ",0.00
2004,Jacksonville Jaguars,David Garrard,QB,"$380,000","$106,000",-,-,-,-,-,-,"$486,000 ",0.00
2004,Jacksonville Jaguars,Greg Jones,FB,"$230,000","$252,000",-,-,-,-,-,-,"$482,000 ",0.00
2004,Jacksonville Jaguars,Vince Manuwai,G,"$305,000","$176,667",-,-,-,-,-,-,"$481,667 ",0.00
2004,Jacksonville Jaguars,Joe Zelenka,LS,"$535,000","$25,000",-,-,-,-,-,-,"$455,000 ",0.00
2004,Jacksonville Jaguars,Brett Romberg,C,"$370,000","$1,666",-,-,-,-,-,-,"$371,666 ",0.00
2004,Jacksonville Jaguars,Josh Scobee,K,"$230,000","$44,000",-,-,-,-,-,-,"$274,000 ",0.00
2004,Jacksonville Jaguars,Bobby McCray,DE,"$230,000","$8,166",-,-,-,-,-,-,"$238,166 ",0.00
2004,Kansas City Chiefs,Tony Gonzalez,TE,"$2,000,000","$864,705","$300,000","$666,666","$100,000",-,-,-,"$3,931,371 ",0.00
2004,Kansas City Chiefs,Preist Holmes,RB,"$660,000","$635,714",-,-,-,-,-,-,"$2,708,214 ",0.00
2004,Kansas City Chiefs,Vonnie Holliday,DT,"$1,450,000","$600,000","$187,500",-,"$100,000",-,-,-,"$2,337,500 ",0.00
2004,Kansas City Chiefs,Brian Waters,G,"$1,000,000","$200,000","$100,000","$312,500","$100,000",-,"$55,000",-,"$1,767,500 ",0.00
2004,Kansas City Chiefs,Larry Johnson,RB,"$515,000","$472,857",-,-,-,-,-,-,"$1,037,857 ",0.00
2004,Kansas City Chiefs,Scott Fujita,LB,"$380,000","$400,000",-,-,-,-,-,-,"$780,000 ",0.00
2004,Kansas City Chiefs,Monty Beisel,LB,"$628,000",-,-,-,-,-,-,-,"$628,000 ",0.00
2004,Kansas City Chiefs,Junior Siavii,DT,"$240,000","$350,000",-,-,-,-,-,-,"$590,000 ",0.00
2004,Kansas City Chiefs,Keyaron Fox,ILB,"$230,000","$107,500",-,-,-,-,-,-,"$337,500 ",0.00
2004,Kansas City Chiefs,Jared Allen,DE,"$230,000","$94,166",-,-,-,-,-,-,"$324,166 ",0.00
