Year,Team,Player,Position,Base_Salary,Signing_Bonus,Roster_Bonus,Option_Bonus,Workout_Bonus,Restructure_Bonus,Miscellaneous,Dead_Cap,Cap_Hit,Cap_Percentage
2015,Cleveland Browns,Eric Olsen,C,"$745,000",-,-,-,-,-,-,-,"$585,000 ",0.36
2015,Cleveland Browns,Michael Bowie,RT,"$585,000",-,-,-,-,-,-,-,"$585,000 ",0.36
2015,Cleveland Browns,Kevin Cone,WR,"$585,000",-,-,-,-,-,-,-,"$585,000 ",0.36
2015,Cleveland Browns,Micah Pellerin,CB,"$585,000",-,-,-,-,-,-,-,"$585,000 ",0.36
2015,Cleveland Browns,Jordan Poyer,CB,"$585,000",-,-,-,-,-,-,-,"$585,000 ",0.36
2015,Cleveland Browns,Ryan Seymour,G,"$585,000",-,-,-,-,-,-,-,"$585,000 ",0
2015,Cleveland Browns,Rodney Smith,WR,"$585,000",-,-,-,-,-,-,-,"$585,000 ",0
2015,Cleveland Browns,Xavier Cooper,DT,"$435,000","$148,071",-,-,-,-,-,"($592,284)","$583,071 ",0.09
2015,Cleveland Browns,Ibraheim Campbell,S,"$435,000","$128,002",-,-,-,-,-,"($512,010)","$563,002 ",0.08
2015,Cleveland Browns,Vince Mayle,WR,"$435,000","$120,788",-,-,-,-,-,"($483,152)","$555,788 ",0.07
2015,Cleveland Browns,Isaiah Crowell,RB,"$510,000","$3,333",-,-,-,-,-,"($6,667)","$513,333 ",0.00
2015,Cleveland Browns,Darius Eubanks,S,"$510,000",-,-,-,-,-,-,-,"$510,000 ",0
2015,Cleveland Browns,Taylor Gabriel,WR,"$510,000",-,-,-,-,-,-,-,"$510,000 ",0
2015,Cleveland Browns,Andrew McDonald,RT,"$510,000",-,-,-,-,-,-,-,"$510,000 ",0
2015,Cleveland Browns,Robert Nelson,S,"$510,000",-,-,-,-,-,-,-,"$510,000 ",0
2015,Cleveland Browns,Vinston Painter,RT,"$510,000",-,-,-,-,-,-,-,"$510,000 ",0
2015,Cleveland Browns,Christian Tupou,DT,"$510,000",-,-,-,-,-,-,-,"$510,000 ",0
2015,Cleveland Browns,K'Wuan Williams,CB,"$510,000",-,-,-,-,-,-,-,"$510,000 ",0
2015,Cleveland Browns,Glenn Winston,RB,"$510,000",-,-,-,-,-,-,-,"$510,000 ",0
2015,Cleveland Browns,Charles Gaines,CB,"$435,000","$30,534",-,-,-,-,-,"($122,137)","$465,534 ",0.02
2015,Cleveland Browns,Malcolm Johnson,TE,"$435,000","$29,862",-,-,-,-,-,"($119,451)","$464,862 ",0.02
2015,Cleveland Browns,Randall Telfer,TE,"$435,000","$29,384",-,-,-,-,-,"($117,537)","$464,384 ",0.02
2015,Cleveland Browns,Hayes Pullard,ILB,"$435,000","$19,810",-,-,-,-,-,"($79,240)","$454,810 ",0.01
2015,Cleveland Browns,Ifo Ekpre-Olomu,CB,"$435,000","$14,325",-,-,-,-,-,"($57,301)","$449,325 ",0.01
2015,Cleveland Browns,Darrian Miller,T,"$435,000","$1,666",-,-,-,-,-,"($20,000)","$436,666 ",0.00
2015,Cleveland Browns,Karim Barton,G,"$435,000",-,-,-,-,-,-,-,"$435,000 ",0
2015,Cleveland Browns,E.J. Bibbs,TE,"$435,000",-,-,-,-,-,-,-,"$435,000 ",0
2015,Cleveland Browns,Travis Coons,K,"$435,000",-,-,-,-,-,-,-,"$435,000 ",0
2015,Cleveland Browns,Kevin Haplea,TE,"$435,000",-,-,-,-,-,-,-,"$435,000 ",0
2015,Cleveland Browns,Charley Hughlett,LS,"$435,000",-,-,-,-,-,-,-,"$435,000 ",0
2015,Cleveland Browns,Kendall James,CB,"$435,000",-,-,-,-,-,-,-,"$435,000 ",0
2015,Cleveland Browns,Darius Jennings,WR,"$435,000",-,-,-,-,-,-,-,"$435,000 ",0
2015,Cleveland Browns,Josh Lenz,WR,"$435,000",-,-,-,-,-,-,-,"$435,000 ",0
2015,Cleveland Browns,Luke Lundy,RB,"$435,000",-,-,-,-,-,-,-,"$435,000 ",0
2015,Cleveland Browns,Jacobbi McDaniel,DT,"$435,000",-,-,-,-,-,-,-,"$435,000 ",0
2015,Cleveland Browns,Jamie Meder,DT,"$435,000",-,-,-,-,-,-,-,"$435,000 ",0
2015,Cleveland Browns,Mike Reilly,LB,"$435,000",-,-,-,-,-,-,-,"$435,000 ",0
2015,Cleveland Browns,De'Ante Saunders,CB,"$435,000",-,-,-,-,-,-,-,"$435,000 ",0
2015,Cleveland Browns,Connor Shaw,QB,"$435,000",-,-,-,-,-,-,-,"$435,000 ",0
2015,Cleveland Browns,Tory Slater,DT,"$435,000",-,-,-,-,-,-,-,"$435,000 ",0
2015,Cleveland Browns,Casey Spear,K,"$435,000",-,-,-,-,-,-,-,"$435,000 ",0
2015,Cleveland Browns,Brandon Stephens,S,"$435,000",-,-,-,-,-,-,-,"$435,000 ",0
2015,Cleveland Browns,Shane Wynn,WR,"$435,000",-,-,-,-,-,-,-,"$435,000 ",0
2015,Cleveland Browns,Dylan Wynn,DT,"$435,000",-,-,-,-,-,-,-,"$435,000 ",0
2015,Dallas Cowboys,Tony Romo,QB,"$1,000,000","$5,000,000",-,"$1,635,000",-,"$7,338,000",-,"($45,908,000)","$14,973,000 ",10.08
2015,Dallas Cowboys,Brandon Carr,CB,"$8,000,000","$2,000,000",-,-,-,"$2,717,000",-,"($12,151,000)","$12,717,000 ",8.56
2015,Dallas Cowboys,Jason Witten,TE,"$5,100,000","$2,500,000",-,-,-,"$912,000",-,"($5,236,000)","$8,512,000 ",5.73
2015,Dallas Cowboys,Dez Bryant,WR,"$3,000,000","$4,000,000",-,-,-,-,-,"($32,000,000)","$7,000,000 ",4.71
2015,Dallas Cowboys,Sean Lee,ILB,"$2,500,000","$2,000,000",-,-,-,"$950,000",-,"($9,800,000)","$5,450,000 ",3.67
2015,Dallas Cowboys,Morris Claiborne,CB,"$2,607,887","$2,567,182",-,-,-,-,-,"($5,175,069)","$5,175,069 ",3.48
2015,Dallas Cowboys,Tyron Smith,LT,"$1,039,000","$2,000,000",-,-,-,"$2,000,000",-,"($19,039,000)","$5,039,000 ",3.39
2015,Dallas Cowboys,Orlando Scandrick,CB,"$1,000,000","$1,200,000",-,-,-,"$2,182,271",-,"($9,326,584)","$4,382,271 ",2.95
2015,Dallas Cowboys,Barry Church,S,"$2,750,000","$500,000",-,-,-,-,-,"($1,000,000)","$3,250,000 ",2.19
2015,Dallas Cowboys,Greg Hardy,DE,"$750,000",-,"$1,156,250",-,"$1,311,600",-,-,-,"$3,217,850 ",2.17
2015,Dallas Cowboys,Doug Free,RT,"$1,500,000","$1,500,000",-,-,-,-,-,"($6,000,000)","$3,000,000 ",2.02
2015,Dallas Cowboys,Mackenzy Bernadeau,G,"$1,500,000","$812,500",-,"$511,666",-,-,-,"($1,324,166)","$2,824,166 ",1.90
2015,Dallas Cowboys,Rolando McClain,ILB,"$750,000","$500,000","$1,125,000",-,"$250,000",-,-,"($500,000)","$2,625,000 ",1.77
2015,Dallas Cowboys,Dan Bailey,K,"$1,700,000","$800,000",-,-,-,-,-,"($4,900,000)","$2,500,000 ",1.68
2015,Dallas Cowboys,Zack Martin,G,"$827,627","$1,210,509",-,-,-,-,-,"($7,337,291)","$2,038,136 ",1.37
2015,Dallas Cowboys,Cole Beasley,WR,"$1,000,000","$1,000,000",-,-,-,-,-,"($5,000,000)","$2,000,000 ",1.35
2015,Dallas Cowboys,Travis Frederick,C,"$1,029,548","$844,096",-,-,-,-,-,"($2,717,740)","$1,873,644 ",1.26
2015,Dallas Cowboys,Jeremy Mincey,DE,"$1,500,000","$250,000",-,-,-,-,-,"($450,000)","$1,750,000 ",1.18
2015,Dallas Cowboys,Jasper Brinkley,ILB,"$1,000,000","$625,000",-,-,-,-,-,"($2,000,000)","$1,625,000 ",1.09
2015,Dallas Cowboys,Andrew Gachkar,ILB,"$1,000,000","$600,000",-,-,-,-,-,"($1,200,000)","$1,600,000 ",1.08
2015,Dallas Cowboys,Byron Jones,CB,"$435,000","$1,128,989",-,-,-,-,-,"($6,993,950)","$1,563,989 ",1.05
2015,Dallas Cowboys,Lance Dunbar,RB,"$1,542,000",-,-,-,-,-,-,-,"$1,542,000 ",1.04
2015,Dallas Cowboys,Corey White,CB,"$1,542,000",-,-,-,-,-,-,-,"$1,542,000 ",1.04
2015,Dallas Cowboys,DeMarcus Lawrence,OLB,"$670,302","$581,209",-,-,-,-,-,"($2,893,929)","$1,251,511 ",0.84
2015,Dallas Cowboys,Darren McFadden,RB,"$900,000","$100,000","$150,000",-,-,-,-,"($200,000)","$1,150,000 ",0.77
2015,Dallas Cowboys,Gavin Escobar,TE,"$787,772","$360,545",-,-,-,-,-,"($721,090)","$1,148,317 ",0.77
2015,Dallas Cowboys,L.P. Ladouceur,LS,"$1,000,000","$120,000",-,-,-,-,-,"($360,000)","$1,120,000 ",0.75
2015,Dallas Cowboys,Terrell McClain,DT,"$1,000,000","$100,000",-,-,-,-,-,"($200,000)","$1,100,000 ",0.74
2015,Dallas Cowboys,Chris Jones,P,"$750,000","$250,000",-,-,-,-,-,"($750,000)","$1,000,000 ",0.67
2015,Dallas Cowboys,Tyrone Crawford,DT,"$675,000","$143,813",-,-,"$10,000",-,-,"($143,813)","$828,813 ",0.56
2015,Dallas Cowboys,Terrance Williams,WR,"$615,000","$154,868",-,-,"$10,000",-,-,"($309,736)","$779,868 ",0.52
2015,Dallas Cowboys,Kyle Wilber,OLB,"$660,000","$109,805",-,-,-,-,-,"($109,805)","$769,805 ",0.52
2015,Dallas Cowboys,J.J. Wilcox,S,"$595,000","$146,517",-,-,"$10,000",-,-,"($293,034)","$751,517 ",0.51
2015,Dallas Cowboys,Ryan Williams,RB,"$585,000","$120,000",-,-,-,-,-,"($240,000)","$705,000 ",0.47
2015,Dallas Cowboys,Randy Gregory,OLB,"$435,000","$258,624",-,-,-,-,-,"($1,404,499)","$693,624 ",0.47
2015,Dallas Cowboys,James Hanna,TE,"$660,000","$26,213",-,-,-,-,-,"($26,213)","$686,213 ",0.46
2015,Dallas Cowboys,Nick Hayden,DT,"$745,000","$80,000",-,-,-,-,-,"($280,000)","$665,000 ",0.45
2015,Dallas Cowboys,Danny McCray,S,"$745,000","$80,000",-,-,-,-,-,"($80,000)","$665,000 ",0.45
2015,Dallas Cowboys,Keith Rivers,OLB,"$745,000","$80,000",-,-,-,-,-,"($80,000)","$665,000 ",0.45
2015,Dallas Cowboys,Jack Crawford,DE,"$660,000",-,-,-,-,-,-,-,"$660,000 ",0.44
2015,Dallas Cowboys,A.J.  Jenkins,WR,"$660,000",-,-,-,-,-,-,-,"$660,000 ",0.44
2015,Dallas Cowboys,Brandon Weeden,QB,"$660,000",-,-,-,-,-,-,-,"$660,000 ",0.44
2015,Dallas Cowboys,Joseph Randle,RB,"$585,000","$47,220",-,-,-,-,-,"($94,410)","$632,220 ",0.43
2015,Dallas Cowboys,Anthony Hitchens,OLB,"$510,000","$108,716",-,-,-,-,-,"($326,148)","$618,716 ",0.42
2015,Dallas Cowboys,Chaz Green,T,"$435,000","$156,092",-,-,-,-,-,"($624,371)","$591,092 ",0.40
2015,Dallas Cowboys,Jeff Heath,S,"$585,000",$668,-,-,-,-,-,($668),"$585,668 ",0.39
2015,Dallas Cowboys,Tyler Clutts,FB,"$585,000",-,-,-,-,-,-,-,"$585,000 ",0.39
2015,Dallas Cowboys,Lavar Edwards,DE,"$585,000",-,-,-,-,-,-,-,"$585,000 ",0.39
2015,Dallas Cowboys,Cameron Lawrence,OLB,"$585,000",-,-,-,-,-,-,-,"$585,000 ",0.39
2015,Dallas Cowboys,Ron Leary,G,"$585,000",-,-,-,-,-,-,-,"$585,000 ",0.39
2015,Dallas Cowboys,Darrion Weems,LT,"$585,000",-,-,-,-,-,-,-,"$585,000 ",0.39
2015,Dallas Cowboys,Devin Street,WR,"$510,000","$50,493",-,-,-,-,-,"($151,479)","$560,493 ",0.03
2015,Dallas Cowboys,Damien Wilson,ILB,"$435,000","$116,578",-,-,-,-,-,"($466,315)","$551,578 ",0.08
2015,Dallas Cowboys,Dustin Vaughan,QB,"$510,000","$1,666",-,-,-,-,-,"($3,334)","$511,666 ",0.00
2015,Dallas Cowboys,Ray Agnew,FB,"$510,000",-,-,-,-,-,-,-,"$510,000 ",0
2015,Dallas Cowboys,Ken Bishop,DT,"$510,000",-,-,-,-,-,-,-,"$510,000 ",0
2015,Dallas Cowboys,Kenneth Boatright,DE,"$510,000",-,-,-,-,-,-,-,"$510,000 ",0
2015,Dallas Cowboys,Davon Coleman,DE,"$510,000",-,-,-,-,-,-,-,"$510,000 ",0
2015,Dallas Cowboys,Ryan Miller,RT,"$510,000",-,-,-,-,-,-,-,"$510,000 ",0
2015,Dallas Cowboys,Tyler Patmon,CB,"$510,000",-,-,-,-,-,-,-,"$510,000 ",0
2015,Dallas Cowboys,Robert Steeples,CB,"$510,000",-,-,-,-,-,-,-,"$510,000 ",0
2015,Dallas Cowboys,Ryan Russell,DE,"$435,000","$50,746",-,-,-,-,-,"($202,987)","$485,746 ",0.03
2015,Dallas Cowboys,Mark Nzeocha,OLB,"$435,000","$16,087",-,-,-,-,-,"($64,349)","$451,087 ",0.01
2015,Dallas Cowboys,Ben Gardner,DE,"$435,000","$14,793",-,-,-,-,-,"($44,382)","$449,793 ",0.01
2015,Dallas Cowboys,Laurence Gibson,T,"$435,000","$14,088",-,-,-,-,-,"($56,353)","$449,088 ",0.01
2015,Dallas Cowboys,Geoff Swaim,TE,"$435,000","$13,683",-,-,-,-,-,"($54,734)","$448,683 ",0.01
2015,Dallas Cowboys,La'el  Collins,T,"$435,000","$7,000",-,-,-,-,-,"($1,599,500)","$442,000 ",0.00
2015,Dallas Cowboys,George Farmer,WR,"$435,000","$5,000",-,-,-,-,-,"($55,000)","$440,000 ",0.00
2015,Dallas Cowboys,Lucky Whitehead,WR,"$435,000","$3,333",-,-,-,-,-,"($10,000)","$438,333 ",0.00
2015,Dallas Cowboys,Antwan Goodley,WR,"$435,000","$2,500",-,-,-,-,-,"($7,500)","$437,500 ",0.00
2015,Dallas Cowboys,Nick Harwell,WR,"$435,000","$1,666",-,-,-,-,-,"($5,000)","$436,666 ",0.00
2015,Dallas Cowboys,Shane McDermott,C,"$435,000","$1,666",-,-,-,-,-,"($5,000)","$436,666 ",0.00
2015,Dallas Cowboys,Jameill Showers,QB,"$435,000","$1,666",-,-,-,-,-,"($5,000)","$436,666 ",0.00
2015,Dallas Cowboys,Chris Whaley,DT,"$435,000","$1,666",-,-,-,-,-,"($3,334)","$436,666 ",0.00
2015,Dallas Cowboys,Tim Scott,S,"$435,000","$1,500",-,-,-,-,-,"($4,500)","$436,500 ",0.00
2015,Dallas Cowboys,Ray Hamilton,TE,"$435,000",$833,-,-,-,-,-,"($2,500)","$435,833 ",0.00
2015,Dallas Cowboys,Deontay Greenberry,WR,"$435,000",$666,-,-,-,-,-,"($2,000)","$435,666 ",0.00
2015,Dallas Cowboys,Ray Vinopal,S,"$435,000",$666,-,-,-,-,-,"($2,000)","$435,666 ",0.00
2015,Dallas Cowboys,Joel Ross,CB,"$435,000",$333,-,-,-,-,-,"($1,000)","$435,333 ",0.00
2015,Dallas Cowboys,Jason Wilson,CB,"$435,000",$333,-,-,-,-,-,"($1,000)","$435,333 ",0.00
2015,Dallas Cowboys,Donnie Baggs,LB,"$435,000",-,-,-,-,-,-,-,"$435,000 ",0
2015,Dallas Cowboys,R.J. Dill,RT,"$435,000",-,-,-,-,-,-,-,"$435,000 ",0
2015,Dallas Cowboys,Reggie Dunn,WR,"$435,000",-,-,-,-,-,-,-,"$435,000 ",0
2015,Dallas Cowboys,Reshod Fortenberry,G,"$435,000",-,-,-,-,-,-,-,"$435,000 ",0
2015,Dallas Cowboys,Tom Hornsey,P,"$435,000",-,-,-,-,-,-,-,"$435,000 ",0
2015,Dallas Cowboys,Justin Jackson,OLB,"$435,000",-,-,-,-,-,-,-,"$435,000 ",0
2015,Dallas Cowboys,Casey Kreiter,LS,"$435,000",-,-,-,-,-,-,-,"$435,000 ",0
2015,Dallas Cowboys,Efe Obada,DE,"$435,000",-,-,-,-,-,-,-,"$435,000 ",0
2015,Dallas Cowboys,Lache Seastrunk,RB,"$435,000",-,-,-,-,-,-,-,"$435,000 ",0
2015,Dallas Cowboys,John Wetzel,RT,"$435,000",-,-,-,-,-,-,-,"$435,000 ",0
2015,Denver Broncos,Peyton Manning,QB,"$15,000,000",-,-,-,-,"$2,500,000",-,"($20,000,000)","$17,500,000 ",11.66
2015,Denver Broncos,Demaryius Thomas,WR,"$4,500,000","$2,200,000","$6,500,000",-,-,-,-,"($35,000,000)","$13,200,000 ",8.80
2015,Denver Broncos,Ryan Clady,LT,"$8,500,000","$600,000","$1,500,000",-,-,-,-,"($11,800,000)","$10,600,000 ",7.06
2015,Denver Broncos,Von Miller,OLB,"$9,754,000",-,-,-,-,-,-,"($9,754,000)","$9,754,000 ",6.50
2015,Denver Broncos,DeMarcus Ware,OLB,"$7,000,000","$1,666,666",-,-,-,-,-,"($10,333,334)","$8,666,666 ",5.78
2015,Denver Broncos,T.J. Ward,S,"$4,000,000","$1,250,000","$2,500,000",-,-,-,-,"($10,250,000)","$7,750,000 ",5.16
2015,Denver Broncos,Aqib Talib,CB,"$5,500,000","$1,000,000","$468,750",-,-,-,-,"($9,500,000)","$6,968,750 ",4.64
2015,Denver Broncos,Louis Vasquez,G,"$5,000,000","$1,250,000",-,-,-,-,-,"($2,500,000)","$6,250,000 ",4.16
2015,Denver Broncos,Emmanuel Sanders,WR,"$4,850,000","$1,000,000",-,-,-,-,-,"($2,000,000)","$5,850,000 ",3.90
2015,Denver Broncos,Britton Colquitt,P,"$3,000,000","$750,000",-,-,-,-,-,"($1,500,000)","$3,750,000 ",2.50
2015,Denver Broncos,Chris Harris,CB,"$900,000","$2,000,000",-,-,"$100,000",-,-,"($10,100,000)","$3,000,000 ",2.00
2015,Denver Broncos,Owen Daniels,TE,"$1,750,000","$1,000,000",-,-,-,-,-,"($3,000,000)","$2,750,000 ",1.83
2015,Denver Broncos,Virgil Green,TE,"$1,000,000","$500,000","$700,000",-,-,-,-,"($3,200,000)","$2,200,000 ",1.47
2015,Denver Broncos,Sylvester Williams,DT,"$1,094,250","$973,500",-,-,-,-,-,"($3,041,250)","$2,067,750 ",1.38
2015,Denver Broncos,Antonio Smith,DE,"$1,500,000","$500,000",-,-,-,-,-,"($500,000)","$2,000,000 ",1.33
2015,Denver Broncos,Vance Walker,DT,"$1,000,000","$750,000",-,-,-,-,-,"($1,500,000)","$1,750,000 ",1.17
2015,Denver Broncos,Darian Stewart,S,"$750,000","$750,000",-,-,-,-,"$250,000","($2,250,000)","$1,750,000 ",1.17
2015,Denver Broncos,Shane Ray,DE,"$435,000","$1,222,980",-,-,-,-,-,"($7,440,410)","$1,657,980 ",1.10
2015,Denver Broncos,Derek Wolfe,DE,"$1,100,018","$556,691",-,-,-,-,-,"($556,691)","$1,656,709 ",1.10
2015,Denver Broncos,David Bruton,S,"$1,250,000","$400,000",-,-,-,-,-,"($400,000)","$1,650,000 ",1.10
2015,Denver Broncos,Chris Clark,RT,"$1,400,000","$225,666",-,-,-,-,-,"($225,666)","$1,625,666 ",1.08
2015,Denver Broncos,Malik Jackson,DE,"$1,542,000","$53,403",-,-,-,-,-,"($53,403)","$1,595,403 ",1.06
2015,Denver Broncos,Bradley Roby,CB,"$736,024","$844,096",-,-,-,-,-,"($4,320,360)","$1,580,120 ",1.05
2015,Denver Broncos,Danny Trevathan,ILB,"$1,542,000","$26,018",-,-,-,-,-,"($26,018)","$1,568,018 ",1.04
2015,Denver Broncos,Andre Caldwell,WR,"$1,350,000","$200,000",-,-,-,-,-,"($200,000)","$1,550,000 ",1.03
2015,Denver Broncos,Tony Carter,CB,"$1,542,000",-,-,-,-,-,-,-,"$1,542,000 ",1.03
2015,Denver Broncos,Gino Gradkowski,C,"$1,542,000",-,-,-,-,-,-,-,"$1,542,000 ",1.03
2015,Denver Broncos,Shelley Smith,G,"$750,000","$500,000","$171,875",-,-,-,-,"($1,000,000)","$1,421,875 ",0.95
2015,Denver Broncos,Ryan Harris,RT,"$870,000","$50,000",-,-,-,-,"$500,000","($50,000)","$1,420,000 ",0.95
2015,Denver Broncos,James Casey,TE,"$750,000",-,"$500,000",-,-,-,-,-,"$1,250,000 ",0.83
2015,Denver Broncos,Brock Osweiler,QB,"$660,000","$249,397","$209,547",-,-,-,-,"($249,397)","$1,118,944 ",0.75
2015,Denver Broncos,Montee Ball,RB,"$594,938","$224,878",-,-,"$125,000",-,-,"($617,287)","$944,816 ",0.63
2015,Denver Broncos,Ronnie Hillman,RB,"$770,000","$172,708",-,-,-,-,-,"($172,708)","$942,708 ",0.63
2015,Denver Broncos,Aaron Brewer,LS,"$660,000","$185,000",-,-,-,-,-,"($740,000)","$845,000 ",0.56
2015,Denver Broncos,Cody Latimer,WR,"$588,575","$254,300",-,-,-,-,-,"($1,351,475)","$842,875 ",0.56
2015,Denver Broncos,Reggie Walker,ILB,"$745,000","$50,000",-,-,-,-,-,"($50,000)","$795,000 ",0.53
2015,Denver Broncos,Steven Johnson,ILB,"$660,000","$100,000","$25,000",-,-,-,-,"($100,000)","$785,000 ",0.52
2015,Denver Broncos,Omar Bolden,CB,"$660,000","$118,607",-,-,-,-,-,"($118,607)","$778,607 ",0.52
2015,Denver Broncos,Connor Barth,K,"$745,000",-,-,-,-,-,-,-,"$745,000 ",0.50
2015,Denver Broncos,Jordan Norwood,WR,"$745,000",-,-,-,-,-,-,-,"$745,000 ",0.50
2015,Denver Broncos,Kayvon Webster,CB,"$597,000","$134,950",-,-,-,-,-,"($269,900)","$731,950 ",0.49
2015,Denver Broncos,Ty Sambrailo,LT,"$435,000","$264,264",-,-,-,-,-,"($1,487,610)","$699,264 ",0.47
2015,Denver Broncos,Marvin Austin,DT,"$660,000",-,-,-,-,-,-,-,"$660,000 ",0.44
2015,Denver Broncos,Josh Bush,S,"$660,000",-,-,-,-,-,-,-,"$660,000 ",0.44
2015,Denver Broncos,Dominique Jones,TE,"$660,000",-,-,-,-,-,-,-,"$660,000 ",0.44
2015,Denver Broncos,Curtis Marsh,CB,"$660,000",-,-,-,-,-,-,-,"$660,000 ",0.44
2015,Denver Broncos,Jeremy Stewart ,RB,"$660,000",-,-,-,-,-,-,-,"$660,000 ",0.44
2015,Denver Broncos,Michael Schofield,RT,"$522,000","$130,300",-,-,-,-,-,"($390,900)","$652,300 ",0.43
2015,Denver Broncos,Jeff Heuerman,TE,"$435,000","$155,201",-,-,-,-,-,"($620,806)","$590,201 ",0.39
2015,Denver Broncos,C.J. Anderson,RB,"$585,000","$4,167",-,-,-,-,-,"($4,167)","$589,167 ",0.39
2015,Denver Broncos,Kyle Williams,WR,"$745,000",-,-,-,-,-,-,-,"$585,000 ",0.39
2015,Denver Broncos,Brandon Marshall,ILB,"$585,000",-,-,-,-,-,-,-,"$585,000 ",0
2015,Denver Broncos,Lamin Barrow,ILB,"$510,000","$47,790",-,-,-,-,-,"($143,370)","$557,790 ",0.03
2015,Denver Broncos,Corey Nelson,OLB,"$510,000","$12,150",-,-,-,-,-,"($36,450)","$522,150 ",0.01
2015,Denver Broncos,Max Garcia,C,"$435,000","$86,423",-,-,-,-,-,"($345,692)","$521,423 ",0.06
2015,Denver Broncos,Lerentee McCray,OLB,"$510,000","$5,668",-,-,-,-,-,"($5,668)","$515,668 ",0.00
2015,Denver Broncos,Juwan Thompson,RB,"$510,000","$1,166",-,-,-,-,-,"($2,334)","$511,166 ",0.00
2015,Denver Broncos,Kapri Bibbs,RB,"$510,000",-,-,-,-,-,-,-,"$510,000 ",0
2015,Denver Broncos,Isaiah Burse,WR,"$510,000",-,-,-,-,-,-,-,"$510,000 ",0
2015,Denver Broncos,Todd Davis,OLB,"$510,000",-,-,-,-,-,-,-,"$510,000 ",0
2015,Denver Broncos,Zac Dysert,QB,"$510,000",-,-,-,-,-,-,-,"$510,000 ",0
2015,Denver Broncos,Ben Garland,G,"$510,000",-,-,-,-,-,-,-,"$510,000 ",0
2015,Denver Broncos,Brandon McManus,K,"$510,000",-,-,-,-,-,-,-,"$510,000 ",0
2015,Denver Broncos,Nathan Palmer,WR,"$510,000",-,-,-,-,-,-,-,"$510,000 ",0
2015,Denver Broncos,Solomon Patton,WR,"$510,000",-,-,-,-,-,-,-,"$510,000 ",0
2015,Denver Broncos,Gerald Rivers,DE,"$510,000",-,-,-,-,-,-,-,"$510,000 ",0
2015,Denver Broncos,Lorenzo Doss,CB,"$435,000","$49,303",-,-,-,-,-,"($197,213)","$484,303 ",0.03
2015,Denver Broncos,Darius Kilgo,DT,"$435,000","$27,889",-,-,-,-,-,"($111,556)","$462,889 ",0.02
2015,Denver Broncos,Josh Furman,CB,"$435,000","$13,195",-,-,-,-,-,"($52,783)","$448,195 ",0.01
2015,Denver Broncos,Taurean Nixon,CB,"$435,000","$13,195",-,-,-,-,-,"($52,783)","$448,195 ",0.01
2015,Denver Broncos,Trevor Siemian,QB,"$435,000","$13,195",-,-,-,-,-,"($52,783)","$448,195 ",0.01
2015,Denver Broncos,Dillon Day,C,"$435,000","$2,666",-,-,-,-,-,"($8,000)","$437,666 ",0.00
2015,Denver Broncos,Jordan Taylor,WR,"$435,000","$2,500",-,-,-,-,-,"($7,500)","$437,500 ",0.00
2015,Denver Broncos,Zaire Anderson,OLB,"$435,000","$1,666",-,-,-,-,-,"($5,000)","$436,666 ",0.00
2015,Denver Broncos,Josh Watson,DT,"$435,000","$1,666",-,-,-,-,-,"($5,000)","$436,666 ",0.00
2015,Denver Broncos,Kenny Anunike,DE,"$435,000",$833,-,-,-,-,-,"($1,667)","$435,833 ",0.00
2015,Denver Broncos,Chuka Ndule,DT,"$435,000",$833,-,-,-,-,-,"($2,500)","$435,833 ",0.00
2015,Denver Broncos,Connor Rains,T,"$435,000",$833,-,-,-,-,-,"($2,500)","$435,833 ",0.00
2015,Denver Broncos,Kyle Roberts,T,"$435,000",$166,-,-,-,-,-,($500),"$435,166 ",0.00
2015,Denver Broncos,Shaquil Barrett,OLB,"$435,000",-,-,-,-,-,-,-,"$435,000 ",0
2015,Denver Broncos,Tevrin Brandon,CB,"$435,000",-,-,-,-,-,-,-,"$435,000 ",0
2015,Denver Broncos,Andre Davis,G,"$435,000",-,-,-,-,-,-,-,"$435,000 ",0
2015,Denver Broncos,Joe Don Duncan,TE,"$435,000",-,-,-,-,-,-,-,"$435,000 ",0
2015,Denver Broncos,Bennie Fowler,WR,"$435,000",-,-,-,-,-,-,-,"$435,000 ",0
2015,Denver Broncos,Marcel Jensen,TE,"$435,000",-,-,-,-,-,-,-,"$435,000 ",0
2015,Denver Broncos,Ross Madison,S,"$435,000",-,-,-,-,-,-,-,"$435,000 ",0
2015,Denver Broncos,Danny Mason,OLB,"$435,000",-,-,-,-,-,-,-,"$435,000 ",0
2015,Denver Broncos,Matt Paradis,C,"$435,000",-,-,-,-,-,-,-,"$435,000 ",0
2015,Denver Broncos,David Porter,WR,"$435,000",-,-,-,-,-,-,-,"$435,000 ",0
2015,Denver Broncos,Karl Schmitz,P,"$435,000",-,-,-,-,-,-,-,"$435,000 ",0
2015,Denver Broncos,Chase Vaughn,OLB,"$435,000",-,-,-,-,-,-,-,"$435,000 ",0
2015,Detroit Lions,Calvin Johnson,WR,"$12,500,000","$3,200,000",-,"$4,000,000",-,"$858,000",-,"($20,974,000)","$20,558,000 ",14.24
2015,Detroit Lions,Matthew Stafford,QB,"$9,500,000","$5,500,000",-,-,-,"$2,721,250",-,"($27,221,250)","$17,721,250 ",12.28
2015,Detroit Lions,Haloti Ngata,DT,"$8,500,000",-,-,-,-,-,-,-,"$8,500,000 ",5.89
