"","year","Div","Date","HomeTeam","AwayTeam","FTHG","FTAG","FTR","HEP","AEP","HIP","AIP","HomeSecured","AwaySecured","League"
"111",2015,"SP2","26/10/14","Tenerife","Barcelona B",2,0,"H",1.57950213196922,1.14359344862954,3,0,0,0,"Segunda Division"
"112",2015,"SP2","01/11/14","Alaves","Alcorcon",1,1,"D",1.53805524745154,1.16109438546453,1,1,0,0,"Segunda Division"
"113",2015,"SP2","01/11/14","Barcelona B","Sp Gijon",0,0,"D",1.42633872454538,1.29120925165507,1,1,0,0,"Segunda Division"
"114",2015,"SP2","01/11/14","Las Palmas","Albacete",2,1,"H",2.00208358988695,0.745751696849357,3,0,0,0,"Segunda Division"
"115",2015,"SP2","01/11/14","Llagostera","Santander",0,2,"A",1.32696205803529,1.37177411675079,0,3,0,0,"Segunda Division"
"116",2015,"SP2","01/11/14","Mallorca","Lugo",2,1,"H",1.69433645261492,1.02804422998027,3,0,0,0,"Segunda Division"
"117",2015,"SP2","01/11/14","Sabadell","Mirandes",3,2,"H",1.77233647621598,0.948996647797058,3,0,0,0,"Segunda Division"
"118",2015,"SP2","02/11/14","Leganes","Ponferradina",1,1,"D",1.61889084551974,1.08772937243192,1,1,0,0,"Segunda Division"
"119",2015,"SP2","02/11/14","Osasuna","Betis",3,2,"H",1.43535045711798,1.27209403569874,3,0,0,0,"Segunda Division"
"120",2015,"SP2","02/11/14","Recreativo","Numancia",0,3,"A",1.63520083159556,1.07758178095824,0,3,0,0,"Segunda Division"
"121",2015,"SP2","02/11/14","Valladolid","Girona",2,1,"H",1.64420688097568,1.07121885116314,3,0,0,0,"Segunda Division"
"122",2015,"SP2","02/11/14","Zaragoza","Tenerife",2,3,"A",1.59692367100013,1.10940919037199,0,3,0,0,"Segunda Division"
"123",2015,"SP2","08/11/14","Albacete","Leganes",1,0,"H",1.37395709177592,1.3331617726731,3,0,0,0,"Segunda Division"
"124",2015,"SP2","08/11/14","Alcorcon","Llagostera",2,0,"H",1.89855976394577,0.828663292040801,3,0,0,0,"Segunda Division"
"125",2015,"SP2","08/11/14","Betis","Barcelona B",1,0,"H",1.76001446031062,0.979741660989141,3,0,0,0,"Segunda Division"
"126",2015,"SP2","08/11/14","Girona","Las Palmas",1,2,"A",1.45116954347475,1.26223584449105,0,3,0,0,"Segunda Division"
"127",2015,"SP2","08/11/14","Mirandes","Valladolid",0,0,"D",1.13169336832622,1.57013592385131,1,1,0,0,"Segunda Division"
"128",2015,"SP2","08/11/14","Numancia","Osasuna",0,0,"D",1.64729795413371,1.06813662675092,1,1,0,0,"Segunda Division"
"129",2015,"SP2","09/11/14","Lugo","Sabadell",2,1,"H",1.78865590586816,0.934228390405793,3,0,0,0,"Segunda Division"
"130",2015,"SP2","09/11/14","Ponferradina","Recreativo",3,3,"D",1.64202063810686,1.07165841209639,1,1,0,0,"Segunda Division"
"131",2015,"SP2","09/11/14","Santander","Mallorca",0,1,"A",1.4756346940609,1.23442480285027,0,3,0,0,"Segunda Division"
"132",2015,"SP2","09/11/14","Sp Gijon","Zaragoza",3,1,"H",1.7952708938894,0.931929430557423,3,0,0,0,"Segunda Division"
"133",2015,"SP2","09/11/14","Tenerife","Alaves",1,1,"D",1.61387176798547,1.0974399631723,1,1,0,0,"Segunda Division"
"134",2015,"SP2","15/11/14","Alaves","Sp Gijon",0,0,"D",1.45780222874408,1.24178299526744,1,1,0,0,"Segunda Division"
"135",2015,"SP2","15/11/14","Barcelona B","Numancia",1,1,"D",1.51408031139532,1.20153314533106,1,1,0,0,"Segunda Division"
"136",2015,"SP2","15/11/14","Las Palmas","Mirandes",0,0,"D",2.18028048908834,0.599813259140722,1,1,0,0,"Segunda Division"
"137",2015,"SP2","15/11/14","Leganes","Girona",1,2,"A",1.49416926622169,1.20392218896162,0,3,0,0,"Segunda Division"
"138",2015,"SP2","15/11/14","Mallorca","Alcorcon",1,1,"D",1.74471891832162,0.975052840205107,1,1,0,0,"Segunda Division"
"139",2015,"SP2","15/11/14","Osasuna","Ponferradina",0,1,"A",1.57994463721783,1.12671059300558,0,3,0,0,"Segunda Division"
"140",2015,"SP2","15/11/14","Sabadell","Valladolid",0,0,"D",1.17237042430661,1.53188588071755,1,1,0,0,"Segunda Division"
"141",2015,"SP2","16/11/14","Llagostera","Tenerife",2,0,"H",1.28416017701035,1.4172351894835,3,0,0,0,"Segunda Division"
"142",2015,"SP2","16/11/14","Lugo","Santander",0,0,"D",1.6314512766737,1.08054225467777,1,1,0,0,"Segunda Division"
"143",2015,"SP2","16/11/14","Recreativo","Albacete",4,1,"H",1.64872346970163,1.06828668102122,3,0,0,0,"Segunda Division"
"144",2015,"SP2","16/11/14","Zaragoza","Betis",2,2,"D",1.33943163800463,1.37028905964142,1,1,0,0,"Segunda Division"
"145",2015,"SP2","22/11/14","Numancia","Zaragoza",2,0,"H",1.66551151316813,1.05156505671036,3,0,0,0,"Segunda Division"
"146",2015,"SP2","22/11/14","Ponferradina","Barcelona B",4,4,"D",1.64615037056096,1.07398668365202,1,1,0,0,"Segunda Division"
"147",2015,"SP2","22/11/14","Santander","Sabadell",3,1,"H",1.6231884057971,1.08695652173913,3,0,0,0,"Segunda Division"
"148",2015,"SP2","22/11/14","Sp Gijon","Llagostera",0,0,"D",2.15011539190376,0.63464610387505,1,1,0,0,"Segunda Division"
"149",2015,"SP2","22/11/14","Tenerife","Mallorca",0,0,"D",1.59479553903346,1.11895910780669,1,1,0,0,"Segunda Division"
