,Date,Number,Winner,Type,Loser
18272,Jul 7th 2003,1,Scott Steiner,def. (pin),Ruffy Silverstein
18273,Jul 7th 2003,2,Rene Dupree & Sylvain Grenier,def.,Bobby Roode & Textbook
18274,Jul 7th 2003,3,Triple H,def. (pin),Maven
18275,Jul 1st 2003,1,Rey Mysterio,def. (pin),Nunzio
18276,Jul 1st 2003,2,Chris Benoit & Rhyno,def. (sub),Danny Basham & Doug Basham
18277,Jul 1st 2003,3,Billy Gunn,def. (pin),John Cena
18278,Jul 1st 2003,4,Charlie Haas & Shelton Benjamin,def. (pin),Eddie Guerrero (c) & Tajiri (c)
18279,Jul 1st 2003,5,A-Train,def. (pin),Orlando Jordan
18280,Jul 1st 2003,6,Stephanie McMahon & Zach Gowen,def. (pin),The Big Show
18281,Jul 1st 2003,1,Jamie Noble,def. (sub),Spanky
18282,Jul 1st 2003,2,Sean O'Haire,def. (pin),Sho Funaki
18283,Jul 1st 2003,3,Chris Kanyon,def. (pin),Mike Bell
18284,Jul 1st 2003,4,Matt Hardy,def. (pin),Shannon Moore
18285,Jun 30th 2003,1,Goldberg,draw (NC),Lance Storm
18286,Jun 30th 2003,2,Gail Kim,def.,"Ivory, Jacqueline, Jazz, Molly Holly, Trish Stratus, Victoria"
18287,Jun 30th 2003,3,Booker T.,draw (DPin),Christian
18288,Jun 30th 2003,4,Chris Jericho & Test,def. (pin),Scott Steiner & Stacy Keibler
18289,Jun 30th 2003,5,Rico,def. (pin),Maven
18290,Jun 30th 2003,6,Randy Orton,def. (pin),Tommy Dreamer
18291,Jun 30th 2003,7,Rene Dupree & Sylvain Grenier,def. (pin),Spike Dudley & The Hurricane
18292,Jun 30th 2003,8,Triple H (c),def. (pin),Rob Van Dam
18293,Jun 30th 2003,1,Goldust,def. (pin),Mike Phoenix
18294,Jun 30th 2003,2,Garrison Cade,def. (pin),Mike Noe
18295,Jun 30th 2003,4,Bubba Ray Dudley & D-Von Dudley,def. (pin),Rodney Mack & Rosey
18296,Jun 24th 2003,1,John Cena,def. (pin),Orlando Jordan
18297,Jun 24th 2003,2,Bradshaw & Faarooq & The Undertaker,def. (pin),Chuck Palumbo & Johnny Stamboli & Nunzio
18298,Jun 24th 2003,3,Matt Hardy,def. (pin),Rikishi
18299,Jun 24th 2003,4,Eddie Guerrero & Tajiri,def. (pin),Roddy Piper & Sean O'Haire
18300,Jun 24th 2003,5,Ultimo Dragon,def. (pin),Shannon Moore
18301,Jun 24th 2003,6,Charlie Haas & Shelton Benjamin & The Big Show,def. (pin),Brock Lesnar & Kurt Angle & Mr. America
18302,Jun 24th 2003,1,Billy Gunn,def. (pin),Chris Kanyon
18303,Jun 24th 2003,2,A-Train,def.,Kevin Night
18304,Jun 24th 2003,3,Spanky,def.,Xavier
18305,Jun 24th 2003,4,Chris Benoit & Rhyno,def.,Danny Basham & Doug Basham
18306,Jun 23rd 2003,1,Christian & Test,def. (pin),Booker T. & Scott Steiner
18307,Jun 23rd 2003,2,Maven,def. (pin),Christopher Nowinski
18308,Jun 23rd 2003,3,Bubba Ray Dudley & D-Von Dudley,def. (pin),Chris Jericho & Lance Storm
18309,Jun 23rd 2003,4,Rene Dupree & Sylvain Grenier,def. (pin),Sergeant Slaughter & The Hurricane
18310,Jun 23rd 2003,5,Kevin Nash & Shawn Michaels,def. (pin),Randy Orton & Ric Flair
18311,Jun 23rd 2003,6,Goldberg,def. (pin),Rodney Mack
18312,Jun 23rd 2003,7,Triple H,def. (pin),Kane
18313,Jun 23rd 2003,1,Rico,def. (pin),Tommy Dreamer
18314,Jun 23rd 2003,2,Garrison Cade,def. (pin),Rosey
18315,Jun 23rd 2003,3,Val Venis,def.,Roman Zachako
18316,Jun 23rd 2003,4,Steven Richards & Victoria,def. (pin),Goldust & Trish Stratus
18317,Jun 17th 2003,1,The Undertaker,def. (pin),Nunzio
18318,Jun 17th 2003,2,Chris Benoit,def. (sub),Rhyno
18319,Jun 17th 2003,3,Rey Mysterio,def. (pin),Chris Kanyon
18320,Jun 17th 2003,4,Kurt Angle,def. (pin),Charlie Haas
18321,Jun 17th 2003,5,Billy Gunn,def. (pin),Jamie Noble
18322,Jun 17th 2003,6,Sean O'Haire,def. (pin),Eddie Guerrero
18323,Jun 17th 2003,7,Brock Lesnar,def. (DQ),The Big Show
18324,Jun 17th 2003,1,A-Train,def. (pin),Orlando Jordan
18325,Jun 17th 2003,2,John Cena,def. (pin),Sho Funaki
18326,Jun 17th 2003,3,Matt Hardy,def. (pin),Paul London
18327,Jun 17th 2003,4,Danny Basham & Doug Basham,def.,Crash Holly & Shannon Moore
18328,Jun 16th 2003,1,Bubba Ray Dudley & D-Von Dudley & Ivory,def. (pin),Christopher Nowinski & Jazz & Rodney Mack
18329,Jun 16th 2003,2,Test,draw (NC),Mae Young
18330,Jun 16th 2003,3,Booker T. & Goldberg,def. (pin),"Chris Jericho, Christian"
18331,Jun 16th 2003,4,Garrison Cade,def. (pin),Lance Storm
18332,Jun 16th 2003,5,Rico,def. (pin),Spike Dudley
18333,Jun 16th 2003,6,Randy Orton,def. (pin),Maven
18334,Jun 16th 2003,7,Rene Dupree & Sylvain Grenier,def. (DQ),Kane & Rob Van Dam
18335,Jun 16th 2003,1,Val Venis,def. (pin),Rosey
18336,Jun 16th 2003,2,The Hurricane,def. (pin),Michael Shane
18337,Jun 16th 2003,3,Molly Holly,def. (pin),Trish Stratus
18338,Jun 16th 2003,4,Steven Richards,def. (pin),Goldust
18339,Jun 15th 2003,1,Ivory,def. (pin),Molly Holly
18340,Jun 15th 2003,1,Christopher Nowinski & Rodney Mack,def. (pin),Bubba Ray Dudley & D-Von Dudley
18341,Jun 15th 2003,2,Scott Steiner,def. (pin),Test
18342,Jun 15th 2003,3,Booker T.,def. (DQ),Christian (c)
18343,Jun 15th 2003,4,Rene Dupree & Sylvain Grenier,def. (pin),Kane (c) & Rob Van Dam (c)
18344,Jun 15th 2003,5,Goldberg,def. (pin),Chris Jericho
18345,Jun 15th 2003,6,Ric Flair,def. (pin),Shawn Michaels
18346,Jun 15th 2003,7,Steve Austin,def.,Eric Bischoff
18347,Jun 15th 2003,8,Triple H (c),def. (pin),Kevin Nash
18348,Jun 10th 2003,1,Rey Mysterio,def. (pin),Matt Hardy
18349,Jun 10th 2003,3,The Undertaker,def. (pin),Johnny Stamboli
18350,Jun 10th 2003,4,Mr. McMahon,def.,Zach Gowen
18351,Jun 10th 2003,5,Mr. McMahon,def.,Zach Gowen
18352,Jun 10th 2003,6,Danny Basham & Doug Basham,def. (pin),Chris Benoit & Rhyno
18353,Jun 10th 2003,7,John Cena,def. (pin),Sho Funaki
18354,Jun 10th 2003,8,Brock Lesnar,draw (NC),The Big Show
18355,Jun 10th 2003,1,Orlando Jordan,def. (pin),Shannon Moore
18356,Jun 10th 2003,2,Rikishi,def. (pin),Crash Holly
18357,Jun 10th 2003,3,Spanky,def. (pin),Chad Collyer
18358,Jun 10th 2003,4,Bill DeMott,def. (pin),Chris Kanyon
18359,Jun 9th 2003,1,Goldberg,def. (pin),Rosey
18360,Jun 9th 2003,2,Rob Van Dam,def. (pin),Rosey
18361,Jun 9th 2003,3,Ivory & Trish Stratus,def. (pin),Jazz & Victoria
18362,Jun 9th 2003,4,Scott Steiner,def. (pin),Lance Storm
18363,Jun 9th 2003,5,Randy Orton,def. (pin),The Hurricane
18364,Jun 9th 2003,6,Rodney Mack,def. (sub),D-Von Dudley
18365,Jun 9th 2003,1,Christopher Nowinski,def. (pin),Maven
18366,Jun 9th 2003,2,Lance Cade,def. (pin),Chad Collyer
18367,Jun 9th 2003,3,Val Venis,def. (pin),Scoot Andrews
18368,Jun 9th 2003,4,Test,def. (pin),Spike Dudley
18369,Jun 7th 2003,1,Jazz (c),def. (pin),Trish Stratus
18370,Jun 7th 2003,2,Christian (c),def. (pin),Booker T.
18371,Jun 7th 2003,3,Kane (c) & Rob Van Dam (c),def. (pin),Rene Dupree & Sylvain Grenier
18372,Jun 7th 2003,4,Goldust,def. (pin),Rico
18373,Jun 7th 2003,5,Bubba Ray Dudley & D-Von Dudley & Spike Dudley,def. (pin),Christopher Nowinski & Rodney Mack & Theodore Long
18374,Jun 7th 2003,6,Scott Steiner,def. (pin),Test
18375,Jun 7th 2003,7,Triple H (c),def. (pin),Kevin Nash
18376,Jun 3rd 2003,1,The Undertaker,def. (pin),Chuck Palumbo
18377,Jun 3rd 2003,2,Eddie Guerrero & Tajiri,def. (pin),Danny Basham & Doug Basham
18378,Jun 3rd 2003,3,John Cena,def. (pin),Chris Benoit
18379,Jun 3rd 2003,4,Rikishi & Torrie Wilson,def. (pin),Jamie Noble & Nidia
18380,Jun 3rd 2003,5,Rey Mysterio,def. (pin),Matt Hardy (c)
18381,Jun 3rd 2003,1,Sean O'Haire,def. (pin),Spanky
18382,Jun 3rd 2003,2,Crash Holly,def. (pin),Orlando Jordan
18383,Jun 3rd 2003,3,A-Train,def. (pin),Sho Funaki
18384,Jun 3rd 2003,4,Bill DeMott,def. (pin),A-Train
18385,Jun 2nd 2003,1,Ivory & Jacqueline & Trish Stratus,def. (pin),Jazz & Molly Holly & Victoria
18386,Jun 2nd 2003,2,Scott Steiner,def. (pin),Steven Richards
18387,Jun 2nd 2003,3,Rene Dupree,def. (pin),Kane
18388,Jun 2nd 2003,4,Booker T. & Goldust,def. (pin),Chris Jericho & Christian
18389,Jun 2nd 2003,5,Randy Orton & Ric Flair & Triple H,def. (pin),Kevin Nash & Shawn Michaels & The Hurricane
18390,Jun 2nd 2003,1,Lance Storm,def.,Lance Cade
18391,Jun 2nd 2003,2,Val Venis,def.,Rosey
18392,Jun 2nd 2003,3,Christopher Nowinski & Rodney Mack,def. (DQ),Spike Dudley & Tommy Dreamer
18393,May 27th 2003,1,Nidia,def. (pin),Torrie Wilson
18394,May 27th 2003,2,Eddie Guerrero & Tajiri,def. (DQ),Charlie Haas & Shelton Benjamin
18395,May 27th 2003,3,Sean O'Haire,def. (pin),Chris Benoit
18396,May 27th 2003,4,Danny Basham & Doug Basham,def.,Rikishi & Spanky
18397,May 27th 2003,5,Chuck Palumbo & Sho Funaki & The Big Show,def. (pin),Brock Lesnar & The Undertaker
18398,May 27th 2003,1,Bill DeMott,def. (pin),Shannon Moore
18399,May 27th 2003,2,A-Train,def. (pin),Joey Matthews
18400,May 27th 2003,3,Matt Hardy,def. (pin),Sho Funaki
18401,May 26th 2003,1,Booker T.,def. (pin),Test
18402,May 26th 2003,2,Val Venis,def. (pin),Steven Richards
18403,May 26th 2003,3,Goldust,def. (pin),Christian
18404,May 26th 2003,4,Rodney Mack,def.,Bubba Ray Dudley
18405,May 26th 2003,5,Sylvain Grenier,def.,Rob Van Dam
18406,May 26th 2003,6,Triple H,def. (pin),Ric Flair & Shawn Michaels
18407,May 26th 2003,1,Scott Steiner,def. (pin),Lance Storm
18408,May 26th 2003,2,Maven & Tommy Dreamer,def.,Jamal & Rosey
18409,May 26th 2003,3,Jazz,def. (sub),Jacqueline
18410,May 26th 2003,4,Christopher Nowinski,def. (pin),Spike Dudley
18411,May 20th 2003,1,Eddie Guerrero & Tajiri,def. (DQ),Charlie Haas & Shelton Benjamin
18412,May 20th 2003,2,John Cena,def. (pin),Spanky
18413,May 20th 2003,3,Chris Benoit,def. (sub),Matt Hardy
18414,May 20th 2003,4,Rey Mysterio,def. (pin),"Crash Holly, Shannon Moore"
18415,May 20th 2003,5,Brock Lesnar,def. (DQ),Johnny Stamboli
18416,May 20th 2003,6,Sean O'Haire,def. (CO),Mr. America
18417,May 20th 2003,1,Jamie Noble,def. (pin),Carly Colon
18418,May 20th 2003,2,Rikishi,def. (pin),Phil Brown
18419,May 20th 2003,3,Bill DeMott,def.,Brad Hunter
18420,May 20th 2003,4,Sho Funaki,def. (pin),Chris Kanyon
18421,May 20th 2003,5,Rhyno,def. (CO),A-Train
18422,May 19th 2003,1,Bubba Ray Dudley & D-Von Dudley,def. (pin),Jamal & Rosey
18423,May 19th 2003,2,Kane & Rob Van Dam,def. (DQ),Chris Jericho & Christian
18424,May 19th 2003,3,Rodney Mack,def. (sub),Spike Dudley
18425,May 19th 2003,4,Goldberg,def. (pin),Lance Storm
18426,May 19th 2003,5,Rene Dupree & Sylvain Grenier,def. (pin),Scott Steiner & Test
18427,May 19th 2003,6,Triple H (c),def. (pin),Ric Flair
18428,May 19th 2003,1,Ivory & Jacqueline,def. (pin),Jazz & Molly Holly
18429,May 19th 2003,2,Goldust,def. (pin),Damien DeNucci
18430,May 19th 2003,3,The Hurricane,def. (pin),Christopher Nowinski
18431,May 18th 2003,1,The Hurricane,def. (pin),Steven Richards
18432,May 18th 2003,1,Chuck Palumbo & John Cena & Johnny Stamboli,def. (pin),Chris Benoit & Rhyno & Spanky
18433,May 18th 2003,2,Rene Dupree & Sylvain Grenier,def. (pin),Scott Steiner & Test
18434,May 18th 2003,3,Eddie Guerrero & Tajiri,def.,Charlie Haas (c) & Shelton Benjamin (c)
18435,May 18th 2003,4,Christian,def. (pin),"Booker T., Chris Jericho, Goldust, Kane, Lance Storm, Rob Van Dam, Test, Val Venis"
18436,May 18th 2003,5,Torrie Wilson,def.,Sable
18437,May 18th 2003,6,Mr. America,def. (pin),Roddy Piper
18438,May 18th 2003,7,Kevin Nash,def. (DQ),Triple H (c)
18439,May 18th 2003,8,Jazz (c),def. (pin),"Jacqueline, Trish Stratus, Victoria"
18440,May 18th 2003,9,Brock Lesnar (c),def.,The Big Show
18441,May 13th 2003,1,Chuck Palumbo,def. (pin),Rikishi
18442,May 13th 2003,2,Matt Hardy,def. (pin),Tajiri
18443,May 13th 2003,3,Chris Benoit,def. (DQ),John Cena
18444,May 13th 2003,4,Shelton Benjamin,def. (pin),Eddie Guerrero
18445,May 13th 2003,1,Brian Kendrick,def. (pin),Crash Holly
18446,May 13th 2003,2,Rhyno,def. (pin),Bill DeMott
18447,May 13th 2003,3,A-Train,def. (pin),Chris Kanyon
18448,May 13th 2003,4,Chavo Guerrero,draw (NC),J. R. Ryder
18449,May 12th 2003,1,Kane & Rob Van Dam,def. (pin),Animal & Hawk
18450,May 12th 2003,2,Rodney Mack,def. (sub),Ken Phoenix & Mike Phoenix
18451,May 12th 2003,3,Goldberg,def. (pin),Christian
18452,May 12th 2003,4,Ric Flair,def. (sub),The Hurricane
18453,May 12th 2003,5,Goldust & Scott Steiner & Test,def. (pin),Christopher Nowinski & Rene Dupree & Sylvain Grenier
18454,May 12th 2003,6,Trish Stratus,def. (pin),Victoria
18455,May 12th 2003,7,Kevin Nash,draw (NC),Chris Jericho
18456,May 12th 2003,1,Jazz,def.,Jacqueline
18457,May 12th 2003,2,Lance Storm,def.,Joey Matthews
18458,May 12th 2003,3,Maven,def.,Stevie Richards
18459,May 12th 2003,4,Rico,def.,Spike Dudley
18460,May 5th 2003,1,Eddie Guerrero,def. (pin),Matt Hardy
18461,May 5th 2003,2,Brian Kendrick,def. (pin),Jamie Noble
18462,May 5th 2003,3,Torrie Wilson,def. (pin),Dawn Marie
18463,May 5th 2003,3,Christopher Nowinski,def. (pin),Mike Bartilucci
18464,May 5th 2003,4,Charlie Haas & Shelton Benjamin,def. (pin),Rikishi & Tajiri
18465,May 5th 2003,5,Rhyno,def. (pin),John Cena
18466,May 5th 2003,6,The Big Show,def. (pin),Chris Benoit
18467,May 5th 2003,1,Chavo Guerrero,def.,Crash Holly
18468,May 5th 2003,2,Sean O'Haire,def.,Sho Funaki
18469,May 5th 2003,3,Chuck Palumbo & Johnny Stamboli,def.,Mike Bartilucci & Mike Hughes
18470,May 5th 2003,4,Jamie Noble,def.,Tyson Dux
18471,May 5th 2003,1,Jerry Lawler,def. (pin),Chief Morley
18472,May 5th 2003,2,Kane & Rob Van Dam,def. (pin),Scott Steiner & Test
18473,May 5th 2003,3,Booker T.,def. (pin),Lance Storm
18474,May 5th 2003,4,Rene Dupree & Sylvain Grenier,def. (pin),Spike Dudley & Tommy Dreamer
18475,May 5th 2003,5,Jazz,def. (pin),Trish Stratus
18476,May 5th 2003,6,Goldberg,draw (NC),Christian
18477,May 5th 2003,1,Victoria,def. (pin),Jacqueline
18478,May 5th 2003,2,Maven,def. (pin),Steven Richards
18479,May 5th 2003,4,Chris Jericho,def. (sub),The Hurricane
18480,Apr 29th 2003,1,Chavo Guerrero & Eddie Guerrero,def. (pin),Matt Hardy & Shannon Moore
18481,Apr 29th 2003,2,The Big Show,def. (pin),Sho Funaki
18482,Apr 29th 2003,3,Chuck Palumbo & Johnny Stamboli,def. (pin),Chris Benoit & Rhyno
18483,Apr 29th 2003,4,Charlie Haas & Shelton Benjamin,def.,Aaron Stevens & John Walters
18484,Apr 29th 2003,5,Dawn Marie & Nidia,def. (sub),Sable & Torrie Wilson
18485,Apr 29th 2003,1,Rikishi,def.,Arch Kincaid
18486,Apr 29th 2003,2,Crash Holly,def.,Jamie Noble
18487,Apr 29th 2003,3,Tajiri,def.,Jason Pacaro
18488,Apr 29th 2003,4,A-Train,def.,Bill DeMott
18489,Apr 28th 2003,1,The Hurricane,def. (pin),Chief Morley
18490,Apr 28th 2003,2,Rodney Mack,def. (pin),Matthew Evagirus
18491,Apr 28th 2003,3,Kane & Rob Van Dam,def. (pin),Ric Flair & Triple H
18492,Apr 28th 2003,4,Scott Steiner & Test,def. (pin),Christopher Nowinski & Rico
18493,Apr 28th 2003,5,Booker T.,def. (DQ),Christian
18494,Apr 28th 2003,6,Eric Bischoff,def. (pin),Trish Stratus
18495,Apr 28th 2003,1,Jamal & Rosey,def.,Arch Kincaid & Jason Pacaro
18496,Apr 28th 2003,2,Rico,def.,Maven
18497,Apr 28th 2003,3,Lance Storm,def.,Spike Dudley
18498,Apr 28th 2003,4,Ivory,def.,Molly Holly
18499,Apr 27th 2003,1,Scott Steiner,def. (pin),Rico
18500,Apr 27th 2003,1,Charlie Haas (c) & Shelton Benjamin (c),def. (pin),Chavo Guerrero & Eddie Guerrero
18501,Apr 27th 2003,2,Sean O'Haire,def. (pin),Rikishi
18502,Apr 27th 2003,3,Kane (c) & Rob Van Dam (c),def. (pin),Bubba Ray Dudley & D-Von Dudley
18503,Apr 27th 2003,4,Jazz,def. (pin),Trish Stratus (c)
18504,Apr 27th 2003,5,The Big Show,def. (pin),Rey Mysterio
18505,Apr 27th 2003,6,Brock Lesnar (c),def. (pin),John Cena
18506,Apr 27th 2003,7,Chris Jericho & Ric Flair & Triple H,def. (pin),Booker T. & Kevin Nash & Shawn Michaels
18507,Apr 27th 2003,8,Goldberg,def. (pin),The Rock
18508,Apr 22nd 2003,1,John Cena,def. (pin),Rhyno
18509,Apr 22nd 2003,2,Chris Benoit,def. (sub),Nunzio
18510,Apr 22nd 2003,3,Rey Mysterio,def. (pin),Crash Holly
18511,Apr 22nd 2003,4,Rikishi,def. (DQ),Roddy Piper
18512,Apr 22nd 2003,5,Shelton Benjamin,def. (pin),Chavo Guerrero
18513,Apr 22nd 2003,6,Tajiri,def. (CO),The Big Show
18514,Apr 22nd 2003,7,Brock Lesnar,def. (DQ),A-Train
18515,Apr 22nd 2003,1,Brian Kendrick,def. (pin),Shannon Moore
18516,Apr 22nd 2003,2,Matt Hardy,def. (pin),Sho Funaki
18517,Apr 22nd 2003,3,Jamie Noble,def. (sub),Sean Evans
18518,Apr 22nd 2003,4,Eddie Guerrero,def. (pin),Charlie Haas
18519,Apr 21st 2003,1,Chris Jericho,def. (sub),The Hurricane
18520,Apr 21st 2003,2,Rodney Mack,def. (pin),Sean Evans
18521,Apr 21st 2003,3,Scott Steiner & Test,def. (pin),Jamal & Rosey
18522,Apr 21st 2003,4,Spike Dudley & Trish Stratus,draw (NC),Bubba Ray Dudley & D-Von Dudley
18523,Apr 21st 2003,5,Booker T.,def. (DQ),Triple H
18524,Apr 21st 2003,1,Chief Morley,def. (pin),Maven
18525,Apr 21st 2003,2,Christopher Nowinski,def. (pin),Shark Boy
18526,Apr 21st 2003,3,Steven Richards,def. (pin),Tommy Dreamer
18527,Apr 21st 2003,4,Ivory,def. (pin),Molly Holly
18528,Apr 15th 2003,1,A-Train & The Big Show,def. (pin),Rey Mysterio & Tajiri
18529,Apr 15th 2003,2,Eddie Guerrero,def. (pin),Jamie Noble
18530,Apr 15th 2003,3,Torrie Wilson,def. (pin),Nidia
18531,Apr 15th 2003,4,Matt Hardy,def. (pin),Brian Kendrick
18532,Apr 15th 2003,5,Nathan Jones,def. (DQ),Nunzio
18533,Apr 15th 2003,6,John Cena,def. (pin),Chris Benoit
18534,Apr 15th 2003,1,Charlie Haas & Shelton Benjamin,def. (sub),Chihuahua #1 & Chihuahua #2
18535,Apr 15th 2003,2,Bill DeMott,def. (pin),Pat Cusick
18536,Apr 15th 2003,3,Crash Holly,def. (pin),Sho Funaki
18537,Apr 15th 2003,4,Rhyno,def. (pin),Chris Kanyon
18538,Apr 14th 2003,1,Chris Jericho,def. (pin),Test
18539,Apr 14th 2003,2,Jazz & Victoria,def. (sub),Ivory & Trish Stratus
18540,Apr 14th 2003,3,Kane (c) & Rob Van Dam (c),def. (pin),Chief Morley & Lance Storm
18541,Apr 14th 2003,4,Goldust,def. (DQ),Christian
18542,Apr 14th 2003,5,Booker T. & The Hurricane,def. (pin),Ric Flair & Triple H
18543,Apr 14th 2003,1,Jacqueline,def. (pin),Molly Holly
18544,Apr 14th 2003,2,Jamal & Rosey,def. (pin),Al Snow & Maven
18545,Apr 14th 2003,3,Rodney Mack,def.,Mike Hunter
18546,Apr 14th 2003,4,Rico,def. (pin),Spike Dudley
18547,Apr 8th 2003,1,Brock Lesnar,def. (pin),Matt Hardy
18548,Apr 8th 2003,2,Brian Kendrick & Torrie Wilson,def. (pin),Jamie Noble & Nidia
18549,Apr 8th 2003,3,Chris Benoit,def. (pin),Rhyno
18550,Apr 8th 2003,4,Rey Mysterio & Tajiri,def. (pin),Charlie Haas & Shelton Benjamin
18551,Apr 8th 2003,5,Nathan Jones,def. (pin),Bill DeMott
18552,Apr 8th 2003,6,John Cena,def. (pin),The Undertaker
18553,Apr 8th 2003,1,A-Train,def.,Chad Collyer
18554,Apr 8th 2003,2,Tajiri,def. (pin),Shannon Moore
18555,Apr 8th 2003,3,Chuck Palumbo & Johnny Stamboli & Nunzio,def.,Chavo Guerrero & Eddie Guerrero & Sho Funaki
18556,Apr 7th 2003,1,Trish Stratus,def. (pin),Jazz
18557,Apr 7th 2003,2,Chief Morley,def. (pin),Rob Van Dam
18558,Apr 7th 2003,3,Scott Steiner,draw (NC),Christopher Nowinski
18559,Apr 7th 2003,4,The Rock,def. (pin),Jeff Hardy
18560,Apr 7th 2003,5,Bubba Ray Dudley & D-Von Dudley,def. (pin),Kane
18561,Apr 7th 2003,6,Goldust,def. (pin),Steven Richards
18562,Apr 7th 2003,7,Booker T. & Shawn Michaels,def. (pin),Chris Jericho & Triple H
18563,Apr 7th 2003,1,Victoria,def. (pin),Ivory
18564,Apr 7th 2003,2,Rodney Mack,def.,Ken Anderson
18565,Apr 7th 2003,3,,def.,
18566,Apr 7th 2003,4,Jamal & Rico & Rosey,def. (pin),Maven & Spike Dudley & Tommy Dreamer
18567,Apr 1st 2003,1,The Undertaker,def. (pin),Rey Mysterio
18568,Apr 1st 2003,2,Brian Kendrick,def. (pin),Jamie Noble
18569,Apr 1st 2003,3,Chris Benoit,def. (sub),A-Train
18570,Apr 1st 2003,4,John Cena,def. (pin),Eddie Guerrero
18571,Apr 1st 2003,5,Charlie Haas & Shelton Benjamin,def. (sub),Sho Funaki & Tajiri
18572,Apr 1st 2003,6,Rhyno,def. (DQ),The Big Show
18573,Apr 1st 2003,1,Matt Hardy,def. (pin),Sho Funaki
18574,Apr 1st 2003,2,Chavo Guerrero,def. (pin),Shannon Moore
18575,Apr 1st 2003,3,Tajiri,def. (pin),Buddy Wayne
18576,Apr 1st 2003,4,Chuck Palumbo & Johnny Stamboli,def. (pin),Jay Holenback & Tony Gordina
18577,Mar 31st 2003,1,Triple H,def. (pin),The Hurricane
18578,Mar 31st 2003,2,Scott Steiner,def. (sub),Christopher Nowinski
18579,Mar 31st 2003,3,Maven,def. (pin),Rosey
18580,Mar 31st 2003,4,Booker T.,def. (DQ),Chris Jericho
18581,Mar 31st 2003,5,Jeff Hardy,def. (pin),Steven Richards
18582,Mar 31st 2003,6,Kane & Rob Van Dam,def. (pin),"Chief Morley (c) & Lance Storm (c), Bubba Ray Dudley & D-Von Dudley"
18583,Mar 31st 2003,1,Rodney Mack,def. (pin),Spike Dudley
18584,Mar 31st 2003,2,Christian,def. (pin),Tommy Dreamer
18585,Mar 31st 2003,3,Trish Stratus,def. (pin),Ivory
18586,Mar 30th 2003,1,Chief Morley (c) & Lance Storm (c),def. (pin),Kane & Rob Van Dam
18587,Mar 30th 2003,1,Matt Hardy (c),def. (pin),Rey Mysterio
18588,Mar 30th 2003,2,The Undertaker,def. (pin),A-Train & The Big Show
18589,Mar 30th 2003,3,Trish Stratus,def. (pin),"Jazz, Victoria (c)"
18590,Mar 30th 2003,4,Charlie Haas (c) & Shelton Benjamin (c),def. (pin),"Chavo Guerrero & Eddie Guerrero, Chris Benoit & Rhyno"
18591,Mar 30th 2003,5,Shawn Michaels,def. (pin),Chris Jericho
18592,Mar 30th 2003,6,Kitana Baker,draw (NC),"Stacy Keibler, Tanya Ballinger, Torrie Wilson"
18593,Mar 30th 2003,7,Triple H (c),def. (pin),Booker T.
18594,Mar 30th 2003,8,Hulk Hogan,def. (pin),Mr. McMahon
18595,Mar 30th 2003,9,The Rock,def. (pin),Steve Austin
18596,Mar 30th 2003,10,Brock Lesnar,def. (pin),Kurt Angle (c)
18597,Mar 25th 2003,1,Matt Hardy & Shannon Moore,def. (pin),Brian Kendrick & Rey Mysterio
18598,Mar 25th 2003,2,Eddie Guerrero,def. (pin),Charlie Haas
18599,Mar 25th 2003,3,Torrie Wilson,def. (pin),Nidia
18600,Mar 25th 2003,4,A-Train & The Big Show,def. (DQ),Chris Benoit & Rhyno
18601,Mar 25th 2003,5,Chavo Guerrero,def. (pin),Shelton Benjamin
18602,Mar 25th 2003,6,John Cena,def. (pin),Rikishi
18603,Mar 25th 2003,1,Sho Funaki,def. (pin),Jamie Noble
18604,Mar 25th 2003,2,Bill DeMott,def. (pin),Apollo Khan
18605,Mar 25th 2003,3,Johnny Stamboli,def. (pin),Tajiri
18606,Mar 24th 2003,1,Jeff Hardy & Trish Stratus,def. (pin),Steven Richards & Victoria
18607,Mar 24th 2003,2,Scott Steiner,def. (pin),Christian
18608,Mar 24th 2003,3,Booker T. & Goldust,def. (pin),Ric Flair & Triple H
18609,Mar 24th 2003,4,Kane & Rob Van Dam,def. (pin),Bubba Ray Dudley & D-Von Dudley
18610,Mar 24th 2003,1,Maven & Tommy Dreamer,def.,Jamal & Rosey
18611,Mar 24th 2003,2,Test,def.,Rico
18612,Mar 24th 2003,3,Rodney Mack,def.,Spike Dudley
18613,Mar 24th 2003,4,Jazz,def.,Jacqueline
18614,Mar 18th 2003,1,Rhyno,def. (DQ),Charlie Haas
18615,Mar 18th 2003,2,Chavo Guerrero & Eddie Guerrero & Rikishi,def. (pin),Chuck Palumbo & Johnny Stamboli & Nunzio
18616,Mar 18th 2003,3,Rey Mysterio,def. (pin),Jamie Noble
18617,Mar 18th 2003,4,The Undertaker,def. (pin),Bill DeMott
18618,Mar 18th 2003,5,Brian Kendrick,def. (pin),Shannon Moore
18619,Mar 18th 2003,6,Chris Benoit,def. (sub),Shelton Benjamin
18620,Mar 18th 2003,1,Nunzio,def. (pin),Tajiri
18621,Mar 18th 2003,2,Matt Hardy,def. (pin),Nova
18622,Mar 18th 2003,3,A-Train,def. (pin),Sho Funaki
18623,Mar 17th 2003,1,Kane & Rob Van Dam,def. (pin),Chief Morley & Lance Storm
