SeasonYear,Yards,Formation,PlayType,IsRush,IsPass,IsIncomplete,IsTouchdown,PassType,IsSack,IsChallenge,IsChallengeReversed,Challenger,IsMeasurement,IsInterception,IsFumble,IsPenalty,IsTwoPointConversion,IsTwoPointConversionSuccessful,RushDirection,YardLineFixed,YardLineDirection,IsPenaltyAccepted,PenaltyTeam,IsNoPlay,PenaltyType,PenaltyYards,Offensive ,Switch in EPA
2014,7,NO HUDDLE SHOTGUN,PASS,0,1,0,0,INTENDED FOR,0,0,0,,0,1,0,0,0,0,,25,OWN,0,,0,,0,DAL,-3.59
2014,5,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,1,0,0,0,0,,26,OWN,0,,0,,0,GB,-3.29
2014,0,UNDER CENTER,PASS,0,1,0,0,DEEP RIGHT,0,0,0,,0,1,0,0,0,0,,19,OWN,0,,0,,0,STL,-2.58
2014,0,UNDER CENTER,PASS,0,1,0,0,DEEP LEFT,0,0,0,,0,1,0,0,0,0,,17,OPP,0,,0,,0,DET,-4.01
2014,2,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,1,0,0,0,0,,24,OWN,0,,0,,0,NYJ,-3.64
2014,40,NO HUDDLE SHOTGUN,PASS,0,1,0,0,DEEP LEFT,0,0,0,,0,1,0,0,0,0,,35,OWN,0,,0,,0,NYG,-5.13
2014,27,UNDER CENTER,PASS,0,1,0,0,DEEP MIDDLE,0,0,0,,0,1,0,0,0,0,,29,OWN,0,,0,,0,BAL,-4.99
2014,0,SHOTGUN,PASS,0,1,0,0,DEEP LEFT,0,0,0,,0,1,0,0,0,0,,12,OPP,0,,0,,0,BAL,-3.96
2014,3,UNDER CENTER,PASS,0,1,0,0,DEEP RIGHT,0,0,0,,0,1,0,0,0,0,,28,OPP,0,,0,,0,CIN,-2.48
2014,27,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,1,0,0,0,0,,7,OPP,0,,0,,0,SEA,-4.56
2014,4,SHOTGUN,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,,0,1,0,0,0,0,,16,OPP,0,,0,,0,WAS,-2.92
2014,16,UNDER CENTER,PASS,0,1,0,0,DEEP LEFT,0,0,0,,0,1,0,0,0,0,,23,OWN,0,,0,,0,GB,-3.54
2014,6,SHOTGUN,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,,0,1,0,0,0,0,,35,OWN,0,,0,,0,PIT,-5.54
2014,0,SHOTGUN,PASS,0,1,0,0,DEEP LEFT,0,0,0,,0,1,0,0,0,0,,37,OPP,0,,0,,0,MIA,-2.47
2014,0,NO HUDDLE SHOTGUN,PASS,0,1,0,0,DEEP RIGHT,0,0,0,,0,1,0,0,0,0,,27,OPP,0,,0,,0,IND,-3.89
2014,1,NO HUDDLE SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,1,0,1,0,0,,17,OPP,0,NYG,0,ILLEGAL FORMATION,0,NYG,-3.43
2014,99,SHOTGUN,PASS,0,1,0,1,SHORT LEFT,0,0,0,,0,1,0,1,0,0,,8,OPP,1,STL,0,UNSPORTSMANLIKE CONDUCT,15,SD,-10.79
2014,10,SHOTGUN,PASS,0,1,0,0,DEEP RIGHT,0,0,0,,0,1,0,0,0,0,,20,OWN,0,,0,,0,MIA,-3.89
2014,29,NO HUDDLE SHOTGUN,PASS,0,1,0,0,DEEP LEFT,0,0,0,,0,1,0,0,0,0,,22,OPP,0,,0,,0,NO,-4.91
2014,18,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,1,0,0,0,0,,10,OPP,0,,0,,0,IND,-3.71
2014,8,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,1,0,0,0,0,,39,OWN,0,,0,,0,HOU,-2.13
2014,33,NO HUDDLE SHOTGUN,PASS,0,1,0,0,DEEP LEFT,0,0,0,,0,1,0,1,0,0,,35,OWN,1,OAK,0,PERSONAL FOUL,15,OAK,-5.48
2014,2,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,1,0,0,0,0,,20,OWN,0,,0,,0,CLE,-3.03
2014,0,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,1,0,0,0,0,,14,OPP,0,,0,,0,NO,-3.84
2014,13,SHOTGUN,PASS,0,1,0,0,DEEP LEFT,0,0,0,,0,1,0,1,0,0,,12,OWN,1,BUF,0,TAUNTING,15,NYJ,-1.18
2014,36,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,1,0,1,0,0,,27,OWN,0,NYG,0,UNNECESSARY ROUGHNESS,0,TEN,-2.77
2014,1,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,1,0,0,0,0,,26,OWN,0,,0,,0,JAC,-3.07
2014,8,UNDER CENTER,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,,0,1,0,0,0,0,,24,OWN,0,,0,,0,IND,-4.14
2014,0,UNDER CENTER,PASS,0,1,0,0,DEEP RIGHT,0,0,0,,0,1,0,0,0,0,,29,OPP,0,,0,,0,MIN,-3.78
2014,6,NO HUDDLE SHOTGUN,PASS,0,1,0,0,DEEP MIDDLE,0,0,0,,0,1,0,0,0,0,,15,OWN,0,,0,,0,TEN,-2.96
2014,16,SHOTGUN,PASS,0,1,0,0,DEEP LEFT,0,0,0,,0,1,0,0,0,0,,30,OWN,0,,0,,0,SD,-4.89
2014,2,SHOTGUN,PASS,0,1,0,0,DEEP MIDDLE,0,1,1,,0,1,0,0,0,0,,19,OPP,0,,0,,0,CLE,-3.76
2014,54,UNDER CENTER,PASS,0,1,0,0,DEEP MIDDLE,0,0,0,,0,1,0,0,0,0,,31,OWN,0,,0,,0,TB,-4.96
2014,10,SHOTGUN,PASS,0,1,0,0,DEEP MIDDLE,0,0,0,,0,1,0,0,0,0,,20,OWN,0,,0,,0,HOU,-3.73
2014,0,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,1,0,0,0,0,,20,OWN,0,,0,,0,WAS,-3.73
2014,28,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,1,0,0,0,0,,43,OWN,0,,0,,0,WAS,-4.97
2014,0,UNDER CENTER,PASS,0,1,0,0,DEEP LEFT,0,0,0,,0,1,0,0,0,0,,2,OWN,0,,0,,0,KC,-2.04
2014,80,SHOTGUN,PASS,0,1,0,1,SHORT RIGHT,0,0,0,,0,1,0,0,0,0,,12,OPP,0,,0,,0,BUF,-11.01
2014,0,SHOTGUN,PASS,0,1,0,0,DEEP MIDDLE,0,0,0,,0,1,0,0,0,0,,17,OPP,0,,0,,0,PIT,-3.66
2014,0,UNDER CENTER,PASS,0,1,0,0,INTENDED FOR,0,0,0,,0,1,0,0,0,0,,9,OWN,0,,0,,0,JAC,-0.58
2014,11,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,1,0,1,0,0,,20,OWN,1,CIN,0,TAUNTING,15,DEN,-2.6
2014,25,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,1,0,0,0,0,,40,OWN,0,,0,,0,ARI,-5.34
2014,2,NO HUDDLE SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,1,0,0,0,0,,26,OWN,0,,0,,0,PHI,-2.87
2014,12,SHOTGUN,PASS,0,1,0,0,DEEP LEFT,0,0,0,,0,1,0,0,0,0,,20,OWN,0,,0,,0,SD,-2.64
2014,2,UNDER CENTER,PASS,0,1,0,0,DEEP LEFT,0,0,0,,0,1,0,0,0,0,,20,OWN,0,,0,,0,NYJ,-2.64
2014,24,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,1,0,0,0,0,,13,OPP,0,,0,,0,NO,-4.35
2014,0,SHOTGUN,PASS,0,1,0,0,DEEP RIGHT,0,0,0,,0,1,0,0,0,0,,31,OPP,0,,0,,0,DET,-3.58
2014,31,UNDER CENTER,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,1,0,0,0,0,,39,OWN,0,,0,,0,JAC,-5.64
2014,0,NO HUDDLE SHOTGUN,PASS,0,1,0,0,DEEP LEFT,0,1,0,,0,1,0,0,0,0,,45,OPP,0,,0,,0,OAK,-2.08
2014,4,SHOTGUN,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,,0,1,0,0,0,0,,23,OWN,0,,0,,0,SD,-3.18
2014,2,UNDER CENTER,PASS,0,1,1,0,"PASS RULING,",0,1,0,,0,1,0,0,0,0,,24,OWN,0,,0,,0,MIN,-3.46
2014,0,NO HUDDLE SHOTGUN,PASS,0,1,0,0,DEEP MIDDLE,0,0,0,,0,1,0,0,0,0,,24,OWN,0,,0,,0,PHI,-2.2
2014,0,UNDER CENTER,PASS,0,1,1,0,"PASS RULING,",0,1,0,,0,1,0,0,0,0,,18,OWN,0,,0,,0,DET,-3.91
2014,26,NO HUDDLE SHOTGUN,PASS,0,1,0,0,DEEP RIGHT,0,1,1,,0,1,0,0,0,0,,45,OPP,0,,0,,0,SD,-1.93
2014,0,NO HUDDLE SHOTGUN,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,,0,1,0,0,0,0,,4,OPP,0,,0,,0,NYG,-1.76
2014,-6,SHOTGUN,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,,0,1,0,0,0,0,,28,OWN,0,,0,,0,NO,-3.3
2014,4,SHOTGUN,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,,0,1,0,0,0,0,,32,OWN,0,,0,,0,PHI,-2.81
2014,0,SHOTGUN,PASS,0,1,1,0,SHORT LEFT,0,1,1,,0,1,0,0,0,0,,3,OPP,0,,0,,0,JAC,-1.8
2014,2,SHOTGUN,PASS,0,1,0,0,DEEP RIGHT,0,0,0,,0,1,0,0,0,0,,20,OWN,0,,0,,0,KC,-2.46
2014,0,SHOTGUN,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,,0,1,0,0,0,0,,29,OWN,0,,0,,0,BUF,-3.47
2014,3,SHOTGUN,PASS,0,1,0,0,DEEP RIGHT,0,0,0,,0,1,0,0,0,0,,24,OWN,0,,0,,0,SF,-2.61
2014,1,NO HUDDLE SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,1,0,0,0,0,,32,OPP,0,,0,,0,NYG,-3.46
2014,38,SHOTGUN,PASS,0,1,0,0,DEEP LEFT,0,0,0,,0,1,0,0,0,0,,19,OPP,0,,0,,0,BUF,-5.58
2014,1,NO HUDDLE SHOTGUN,PASS,0,1,0,0,DEEP RIGHT,0,0,0,,0,1,0,0,0,0,,44,OPP,0,,0,,0,DAL,-2.17
2014,2,UNDER CENTER,PASS,0,1,0,0,SHORT MIDDLE,0,1,0,,0,1,0,0,0,0,,25,OPP,0,,0,,0,CAR,-3.58
2014,1,SHOTGUN,PASS,0,1,1,0,"PASS RULING,",0,1,0,,0,1,0,1,0,0,,19,OWN,1,DEN,0,UNNECESSARY ROUGHNESS,15,SD,-1.3
2014,2,SHOTGUN,PASS,0,1,0,0,DEEP MIDDLE,0,0,0,,0,1,0,0,0,0,,32,OPP,0,,0,,0,IND,-2.54
2014,9,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,1,0,0,0,0,,18,OPP,0,,0,,0,DAL,-3.54
2014,6,UNDER CENTER,PASS,0,1,0,0,DEEP RIGHT,0,0,0,,0,1,0,0,0,0,,20,OWN,0,,0,,0,WAS,-3.3
2014,32,NO HUDDLE,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,1,0,0,0,0,,45,OWN,0,,0,,0,ATL,-6.16
2014,14,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,1,0,0,0,0,,28,OWN,0,,0,,0,JAC,-4.17
2014,18,SHOTGUN,PASS,0,1,0,0,DEEP LEFT,0,0,0,,0,1,0,0,0,0,,35,OWN,0,,0,,0,SF,-2.5
2014,29,SHOTGUN,PASS,0,1,0,0,DEEP LEFT,0,0,0,,0,1,0,0,0,0,,45,OWN,0,,0,,0,BAL,-3.62
2014,1,SHOTGUN,PASS,0,1,0,0,DEEP RIGHT,0,0,0,,0,1,0,0,0,0,,17,OWN,0,,0,,0,WAS,-1.07
2014,4,SHOTGUN,PASS,0,1,0,0,DEEP MIDDLE,0,0,0,,0,1,0,0,0,0,,27,OWN,0,,0,,0,TEN,-2.78
2014,0,UNDER CENTER,PASS,0,1,0,0,DEEP RIGHT,0,0,0,,0,1,0,0,0,0,,10,OWN,0,,0,,0,CHI,-2.58
2014,0,SHOTGUN,PASS,0,1,0,0,DEEP RIGHT,0,0,0,,0,1,0,0,0,0,,41,OPP,0,,0,,0,BUF,-2.71
2014,34,NO HUDDLE SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,1,0,0,0,0,,42,OWN,0,,0,,0,IND,-5.24
2014,0,SHOTGUN,PASS,0,1,1,0,"PASS RULING,",0,1,0,,0,1,0,0,0,0,,27,OPP,0,,0,,0,WAS,-3.14
2014,8,SHOTGUN,PASS,0,1,0,0,DEEP MIDDLE,0,0,0,,0,1,0,0,0,0,,31,OWN,0,,0,,0,CIN,-1.64
2014,0,UNDER CENTER,PASS,0,1,0,0,DEEP LEFT,0,0,0,,0,1,0,0,0,0,,29,OPP,0,,0,,0,HOU,-3.11
2014,0,UNDER CENTER,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,1,0,0,0,0,,34,OWN,0,,0,,0,PIT,-3.63
2014,5,SHOTGUN,PASS,0,1,0,0,DEEP RIGHT,0,0,0,,0,1,0,0,0,0,,30,OWN,0,,0,,0,SF,-2.29
2014,40,SHOTGUN,PASS,0,1,0,0,DEEP MIDDLE,0,0,0,,0,1,0,0,0,0,,25,OPP,0,,0,,0,PHI,-5.02
2014,-4,NO HUDDLE SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,1,0,1,0,0,,30,OPP,1,CIN,0,ILLEGAL BLOCK ABOVE THE WAIST,0,PIT,-2.06
2014,0,UNDER CENTER,PASS,0,1,0,0,DEEP LEFT,0,0,0,,0,1,0,0,0,0,,43,OPP,0,,0,,0,TB,-1.52
2014,0,UNDER CENTER,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,1,0,0,0,0,,25,OWN,0,,0,,0,STL,-3.54
2014,6,SHOTGUN,PASS,0,1,0,0,DEEP LEFT,0,0,0,,0,1,0,0,0,0,,23,OWN,0,,0,,0,JAC,-0.37
2014,-5,SHOTGUN,PASS,0,1,0,0,DEEP RIGHT,0,0,0,,0,1,0,0,0,0,,19,OWN,0,,0,,0,CLE,-1.18
2014,0,UNDER CENTER,PASS,0,1,0,0,DEEP MIDDLE,0,0,0,,0,1,0,0,0,0,,49,OWN,0,,0,,0,NE,-1.61
2014,18,SHOTGUN,PASS,0,1,0,0,DEEP LEFT,0,0,0,,0,1,0,0,0,0,,41,OWN,0,,0,,0,PHI,-2.97
2014,31,UNDER CENTER,PASS,0,1,0,0,DEEP MIDDLE,0,0,0,,0,1,0,0,0,0,,34,OWN,0,,0,,0,CIN,-4.63
2014,8,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,1,0,0,0,0,,22,OPP,0,,0,,0,IND,-3.33
2014,0,SHOTGUN,PASS,0,1,0,0,DEEP LEFT,0,0,0,,0,1,0,0,0,0,,39,OWN,0,,0,,0,ATL,-1.24
2014,62,NO HUDDLE SHOTGUN,PASS,0,1,0,0,DEEP RIGHT,0,0,0,,0,1,0,0,0,0,,45,OPP,0,,0,,0,CHI,-7.01
2014,38,NO HUDDLE SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,1,1,,0,1,0,1,0,0,,42,OWN,1,OAK,0,UNSPORTSMANLIKE CONDUCT,0,OAK,-3.77
2014,1,NO HUDDLE SHOTGUN,PASS,0,1,0,0,DEEP MIDDLE,0,0,0,,0,1,0,0,0,0,,40,OPP,0,,0,,0,PIT,-3.04
2014,0,SHOTGUN,PASS,0,1,0,0,DEEP RIGHT,0,0,0,,0,1,0,0,0,0,,47,OWN,0,,0,,0,PHI,-1.47
2014,0,SHOTGUN,PASS,0,1,0,0,DEEP LEFT,0,0,0,,0,1,0,0,0,0,,42,OPP,0,,0,,0,PIT,-2.88
2014,80,SHOTGUN,PASS,0,1,0,0,DEEP RIGHT,0,0,0,,0,1,0,0,0,0,,26,OPP,0,,0,,0,CIN,-7.28
2014,45,UNDER CENTER,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,1,0,0,0,0,,13,OPP,0,,0,,0,DET,-6.39
2014,44,SHOTGUN,PASS,0,1,0,0,DEEP MIDDLE,0,1,1,,0,1,0,0,0,0,,31,OPP,0,,0,,0,CHI,-1.57
2014,21,UNDER CENTER,PASS,0,1,0,0,DEEP LEFT,0,0,0,,0,1,0,0,0,0,,32,OWN,0,,0,,0,ARI,-4.17
2014,27,SHOTGUN,PASS,0,1,0,0,DEEP MIDDLE,0,0,0,,0,1,0,0,0,0,,25,OWN,0,,0,,0,NYJ,-1.38
2014,21,SHOTGUN,PASS,0,1,0,0,DEEP MIDDLE,0,1,1,,0,1,0,0,0,0,,27,OWN,0,,0,,0,MIN,-2.59
2014,11,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,1,0,0,0,0,,45,OWN,0,,0,,0,MIA,-5.63
2014,12,NO HUDDLE SHOTGUN,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,,0,1,0,0,0,0,,38,OWN,0,,0,,0,NYG,-4.7
2014,21,UNDER CENTER,PASS,0,1,0,0,DEEP MIDDLE,0,0,0,,0,1,0,1,0,0,,16,OPP,1,BAL,0,PERSONAL FOUL,15,BAL,-4.35
2014,1,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,1,0,0,0,0,,20,OPP,0,,0,,0,MIA,-1.54
2014,13,UNDER CENTER,PASS,0,1,0,0,DEEP LEFT,0,0,0,,0,1,0,0,0,0,,35,OPP,0,,0,,0,PHI,-3.96
2014,42,UNDER CENTER,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,1,0,0,0,0,,44,OPP,0,,0,,0,JAC,-5.92
2014,1,SHOTGUN,PASS,0,1,0,0,DEEP MIDDLE,0,1,1,,0,1,0,0,0,0,,35,OPP,0,,0,,0,WAS,-2.39
2014,6,SHOTGUN,PASS,0,1,0,0,DEEP RIGHT,0,0,0,,0,1,1,1,0,0,,28,OWN,0,NYG,0,DEFENSIVE HOLDING,0,ATL,-1.45
2014,35,SHOTGUN,PASS,0,1,0,0,DEEP MIDDLE,0,0,0,,0,1,0,0,0,0,,46,OWN,0,,0,,0,CHI,-4.4
2014,2,SHOTGUN,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,,0,1,0,0,0,0,,41,OPP,0,,0,,0,CAR,-3.47
2014,0,SHOTGUN,PASS,0,1,1,0,SHORT RIGHT,0,0,0,,0,1,0,0,0,0,,15,OPP,0,,0,,0,BUF,-2.11
2014,0,UNDER CENTER,PASS,0,1,0,0,DEEP MIDDLE,0,0,0,,0,1,0,0,0,0,,31,OPP,0,,0,,0,NO,-2.57
2014,11,SHOTGUN,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,,0,1,0,0,0,0,,35,OWN,0,,0,,0,DEN,-4.18
2014,5,SHOTGUN,PASS,0,1,0,0,DEEP RIGHT,0,0,0,,0,1,0,0,0,0,,47,OWN,0,,0,,0,OAK,-1.15
2014,35,FIELD GOAL,PASS,0,1,0,0,INTENDED FOR,0,0,0,,0,1,1,0,0,0,,39,OPP,0,,0,,0,OAK,-2.49
2014,2,UNDER CENTER,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,,0,1,0,0,0,0,,34,OPP,0,,0,,0,MIN,-4.23
2014,4,NO HUDDLE SHOTGUN,PASS,0,1,0,0,DEEP RIGHT,0,0,0,,0,1,0,0,0,0,,28,OWN,0,,0,,0,DEN,-3.38
2014,1,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,1,0,0,0,0,,28,OWN,0,,0,,0,NO,-3.68
2014,8,SHOTGUN,PASS,0,1,1,0,"PASS RULING,",0,1,0,,0,1,0,0,0,0,,45,OWN,0,,0,,0,TEN,-3.92
2014,0,SHOTGUN,PASS,0,1,0,0,DEEP LEFT,0,0,0,,0,1,0,0,0,0,,44,OPP,0,,0,,0,SEA,-1.32
2014,0,NO HUDDLE SHOTGUN,PASS,0,1,1,0,SHORT MIDDLE,0,1,1,,0,1,0,0,0,0,,39,OPP,0,,0,,0,TEN,-3.72
2014,45,NO HUDDLE SHOTGUN,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,,0,1,0,0,0,0,,18,OPP,0,,0,,0,NYG,-5.55
2014,15,UNDER CENTER,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,1,0,1,0,0,,41,OPP,1,CLE,0,LOW BLOCK,15,CIN,-3.5
2014,0,NO HUDDLE,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,1,0,0,0,0,,38,OPP,0,,0,,0,NE,-3.88
2014,-2,NO HUDDLE SHOTGUN,PASS,0,1,1,0,"PASS RULING,",0,1,0,,0,1,0,0,0,0,,33,OWN,0,,0,,0,PIT,-3.77
2014,3,UNDER CENTER,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,1,0,0,0,0,,34,OPP,0,,0,,0,CLE,-4.4
2014,-3,SHOTGUN,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,,0,1,0,0,0,0,,29,OWN,0,,0,,0,ATL,-3.34
2014,0,UNDER CENTER,PASS,0,1,0,0,DEEP LEFT,0,0,0,,0,1,0,0,0,0,,20,OWN,0,,0,,0,SF,-2.32
2014,50,SHOTGUN,PASS,0,1,0,0,DEEP LEFT,0,1,0,,0,1,1,1,0,0,,37,OPP,0,CHI,0,OFFENSIVE HOLDING,0,CHI,-6.09
2014,52,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,1,0,0,0,0,,34,OPP,0,,0,,0,CHI,-5.47
2014,18,UNDER CENTER,PASS,0,1,0,0,DEEP MIDDLE,0,0,0,,0,1,0,1,0,0,,35,OWN,1,BUF,0,ILLEGAL BLOCK ABOVE THE WAIST,10,CLE,-2.95
2014,0,UNDER CENTER,PASS,0,1,0,0,DEEP RIGHT,0,0,0,,0,1,0,0,0,0,,38,OPP,0,,0,,0,BAL,-2.29
2014,42,SHOTGUN,PASS,0,1,0,0,DEEP LEFT,0,1,1,,0,1,0,0,0,0,,14,OWN,0,,0,,0,KC,-1.67
2014,6,UNDER CENTER,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,,0,1,0,0,0,0,,45,OPP,0,,0,,0,PIT,-1.44
2014,2,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,1,0,0,0,0,,40,OPP,0,,0,,0,HOU,-3.76
2014,55,SHOTGUN,PASS,0,1,0,0,DEEP LEFT,0,0,0,,0,1,0,1,0,0,,49,OWN,1,NYG,0,OFFENSIVE HOLDING,10,WAS,-3.02
2014,3,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,1,0,0,0,0,,34,OWN,0,,0,,0,TB,-3.76
2014,-1,SHOTGUN,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,,0,1,0,0,0,0,,31,OWN,0,,0,,0,CAR,-3.44
2014,0,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,1,0,0,0,0,,27,OPP,0,,0,,0,ARI,-2.67
2014,0,SHOTGUN,PASS,0,1,0,0,DEEP LEFT,0,0,0,,0,1,0,0,0,0,,35,OPP,0,,0,,0,DET,-2
2014,0,SHOTGUN,PASS,0,1,0,0,DEEP MIDDLE,0,0,0,,0,1,0,0,0,0,,38,OPP,0,,0,,0,BUF,-1.82
2014,3,NO HUDDLE SHOTGUN,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,,0,1,0,0,0,0,,30,OPP,0,,0,,0,NYG,-3.16
2014,0,UNDER CENTER,PASS,0,1,0,0,DEEP LEFT,0,0,0,,0,1,0,0,0,0,,22,OWN,0,,0,,0,MIN,-2.29
2014,0,SHOTGUN,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,,0,1,0,1,0,0,,39,OPP,1,NO,0,PERSONAL FOUL,15,NO,-2.09
2014,8,NO HUDDLE SHOTGUN,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,,0,1,1,0,0,0,,39,OWN,0,,0,,0,IND,-3.29
2014,40,SHOTGUN,PASS,0,1,0,0,INTENDED FOR,0,0,0,,0,1,0,0,0,0,,46,OPP,0,,0,,0,NYJ,-4.64
2014,0,SHOTGUN,PASS,0,1,0,0,DEEP RIGHT,0,1,1,,0,1,0,0,0,0,,49,OPP,0,,0,,0,DET,-0.34
2014,0,SHOTGUN,PASS,0,1,0,0,DEEP RIGHT,0,0,0,,0,1,0,0,0,0,,31,OWN,0,,0,,0,TEN,-1.76
2014,0,UNDER CENTER,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,,0,1,0,1,0,0,,34,OWN,1,NE,0,UNNECESSARY ROUGHNESS,15,MIN,-2.71
2014,0,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,1,0,0,0,0,,38,OWN,0,,0,,0,NO,-3.97
2014,0,NO HUDDLE SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,1,0,0,0,0,,37,OWN,0,,0,,0,TEN,-3.85
2014,10,SHOTGUN,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,,0,1,0,0,0,0,,32,OPP,0,,0,,0,IND,-3.34
2014,0,NO HUDDLE SHOTGUN,PASS,0,1,0,0,DEEP MIDDLE,0,0,0,,0,1,0,0,0,0,,25,OWN,0,,0,,0,SEA,-2.5
2014,0,UNDER CENTER,PASS,0,1,0,0,DEEP RIGHT,0,0,0,,0,1,0,0,0,0,,12,OWN,0,,0,,0,DAL,-1.09
2014,1,UNDER CENTER,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,,0,1,0,1,0,0,,40,OPP,0,TB,0,ILLEGAL FORMATION,0,TB,-3.2
2014,1,NO HUDDLE SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,1,0,1,0,0,,46,OPP,1,SF,0,PERSONAL FOUL,0,SF,-3.29
2014,20,SHOTGUN,PASS,0,1,0,0,DEEP MIDDLE,0,0,0,,0,1,0,0,0,0,,21,OPP,0,,0,,0,WAS,-2.11
2014,13,SHOTGUN,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,,0,1,0,0,0,0,,42,OWN,0,,0,,0,WAS,-4.41
2014,-3,UNDER CENTER,PASS,0,1,0,0,INTENDED FOR,0,0,0,,0,1,1,0,0,0,,43,OWN,0,,0,,0,TB,-4.47
2014,-1,NO HUDDLE,PASS,0,1,0,0,DEEP MIDDLE,0,0,0,,0,1,0,0,0,0,,30,OWN,0,,0,,0,DEN,-3.01
2014,0,NO HUDDLE SHOTGUN,PASS,0,1,0,0,DEEP RIGHT,0,0,0,,0,1,0,0,0,0,,39,OWN,0,,0,,0,PHI,-1.54
2014,0,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,1,0,0,0,0,,38,OWN,0,,0,,0,DEN,-2.56
2014,0,SHOTGUN,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,,0,1,0,0,0,0,,42,OPP,0,,0,,0,SD,-2.96
2014,47,SHOTGUN,PASS,0,1,0,0,DEEP RIGHT,0,0,0,,0,1,0,0,0,0,,39,OPP,0,,0,,0,NYG,-4.29
